rank, pmcid, score
1, 3170356, 0.4064051
2, 2691651, 0.3595843
3, 2396176, 0.31535566
4, 2827809, 0.30871674
5, 3562163, 0.30780262
6, 3599449, 0.28985655
7, 2687574, 0.2888591
8, 3347841, 0.2858722
9, 3510780, 0.28572863
10, 3601021, 0.28248057
11, 3550423, 0.27897966
12, 3572695, 0.2740672
13, 3277481, 0.27359295
14, 2651898, 0.26727417
15, 2744771, 0.26692572
16, 3333466, 0.26652646
17, 3652182, 0.266385
18, 3047687, 0.25606027
19, 3044554, 0.25585398
20, 3400884, 0.25366902
21, 3789620, 0.2508704
22, 3789939, 0.24889307
23, 3205365, 0.24756816
24, 3582537, 0.2460764
25, 3097588, 0.24145103
26, 2045103, 0.24059549
27, 2955573, 0.238836
28, 3023898, 0.23780522
29, 3725358, 0.23696774
30, 2778768, 0.23658907
31, 3518717, 0.23635872
32, 3327834, 0.23351866
33, 2810584, 0.2332707
34, 3420585, 0.22983238
35, 3507405, 0.22893606
36, 3101789, 0.22575875
37, 3646487, 0.22555366
38, 2739502, 0.22536398
39, 3575960, 0.22468153
40, 2823045, 0.2244412
41, 3607977, 0.2237645
42, 3150839, 0.21971112
43, 3291453, 0.21710975
44, 3619046, 0.2161694
45, 3318220, 0.21608464
46, 2570576, 0.21488595
47, 1526725, 0.21425758
48, 3198180, 0.21363926
49, 2783148, 0.21331094
50, 3270925, 0.21177065
51, 2726538, 0.2106767
52, 3437617, 0.20930691
53, 3143959, 0.20921066
54, 3587677, 0.20418172
55, 3484633, 0.203545
56, 3634261, 0.20028715
57, 3524089, 0.19990653
58, 2637837, 0.19878896
59, 3118206, 0.19872254
60, 3248587, 0.19843753
61, 3701400, 0.19709496
62, 3561161, 0.19605254
63, 2684339, 0.1958436
64, 3850887, 0.19456446
65, 3658867, 0.19356869
66, 3141696, 0.19296937
67, 2740237, 0.1919877
68, 2740144, 0.19165735
69, 3295713, 0.1904632
70, 3521823, 0.18994293
71, 3209594, 0.18960094
72, 2323360, 0.18927056
73, 3844841, 0.18895806
74, 3205498, 0.18895414
75, 2412892, 0.1883089
76, 2739499, 0.18722843
77, 3730750, 0.18712763
78, 3505164, 0.18703884
79, 2827076, 0.1861147
80, 3390080, 0.18606785
81, 3232543, 0.18532507
82, 3781248, 0.1850561
83, 3841548, 0.18448393
84, 3764367, 0.18341401
85, 3466864, 0.18315928
86, 2739486, 0.18258189
87, 3420561, 0.18184003
88, 3846937, 0.18129554
89, 3054235, 0.18078133
90, 3614490, 0.1803618
91, 3702444, 0.18014067
92, 3083816, 0.17922506
93, 3623784, 0.1786729
94, 2854936, 0.17856418
95, 3649080, 0.17786644
96, 3348691, 0.17780219
97, 3484605, 0.17708184
98, 3002912, 0.1769664
99, 2892692, 0.17592305
100, 3505894, 0.17577532
