rank, pmcid, score
1, 3792541, 0.38473478
2, 3849794, 0.37596774
3, 201022, 0.36446548
4, 3853387, 0.36226097
5, 2827106, 0.34139618
6, 3579993, 0.33241382
7, 3651929, 0.31703287
8, 3568724, 0.31291872
9, 1654154, 0.30984098
10, 3764736, 0.29720882
11, 2803888, 0.29395393
12, 3343246, 0.29297936
13, 2740308, 0.28649315
14, 2769329, 0.28515947
15, 3695311, 0.28506336
16, 3876596, 0.28423873
17, 3162981, 0.27599347
18, 3401651, 0.27552772
19, 3047758, 0.27162373
20, 3522346, 0.269792
21, 2803910, 0.26958326
22, 2783064, 0.2650544
23, 2893311, 0.26480132
24, 3488528, 0.26311088
25, 3214680, 0.26177576
26, 3183691, 0.261347
27, 3890736, 0.26117507
28, 3276037, 0.2610268
29, 3342739, 0.26097536
30, 3669560, 0.25864205
31, 3823859, 0.25842315
32, 2526070, 0.2571388
33, 2730627, 0.2523848
34, 2531110, 0.2503485
35, 1805044, 0.24969418
36, 3214347, 0.24894367
37, 3737610, 0.2481559
38, 3590974, 0.24653651
39, 3587910, 0.246221
40, 3506075, 0.24505469
41, 3314732, 0.24361888
42, 2883201, 0.2413343
43, 3159943, 0.24097197
44, 3430489, 0.24003117
45, 3492104, 0.23944868
46, 3487024, 0.23849358
47, 2913808, 0.23829412
48, 3229059, 0.23771687
49, 3190518, 0.23769772
50, 3085068, 0.23562998
51, 3234159, 0.23544358
52, 3343251, 0.23533495
53, 3326998, 0.23485383
54, 3764688, 0.23466358
55, 3389931, 0.23438013
56, 2740189, 0.23388994
57, 3481076, 0.23387954
58, 2988180, 0.23257785
59, 3238481, 0.23014623
60, 2908670, 0.22798876
61, 3616181, 0.22688028
62, 3199241, 0.22639082
63, 2253550, 0.22390598
64, 2721320, 0.22321843
65, 3259402, 0.22174911
66, 2833307, 0.22157848
67, 3789010, 0.22153527
68, 3159357, 0.2209086
69, 3522349, 0.22049583
70, 3291424, 0.22021681
71, 3862464, 0.21937454
72, 3557624, 0.21923253
73, 3353156, 0.21807317
74, 1308873, 0.21690641
75, 3891033, 0.21548554
76, 3568726, 0.21459502
77, 3329702, 0.21290061
78, 3517946, 0.21283065
79, 2958331, 0.2117896
80, 3624745, 0.21145546
81, 2891799, 0.21101229
82, 3861378, 0.21015173
83, 3579986, 0.20892927
84, 3857978, 0.20838735
85, 2876698, 0.20781326
86, 3117630, 0.20746359
87, 3767022, 0.20720115
88, 3214308, 0.20653482
89, 2930659, 0.20636842
90, 3861582, 0.20595378
91, 3619040, 0.20395857
92, 3260251, 0.2038104
93, 2693611, 0.2032406
94, 2792227, 0.20274316
95, 3262320, 0.20260262
96, 2895179, 0.20256461
97, 3130373, 0.20230779
98, 3097653, 0.20211452
99, 2892612, 0.20191984
100, 3517440, 0.20095709
