rank, pmcid, score
1, 2868875, 0.5092872
2, 3665183, 0.47962373
3, 2791738, 0.4098766
4, 2884204, 0.40436652
5, 2987954, 0.3989905
6, 3159367, 0.3957979
7, 3375193, 0.39154822
8, 2769306, 0.38408542
9, 3665239, 0.38212642
10, 3833587, 0.38198358
11, 2906497, 0.3813424
12, 2390549, 0.38003698
13, 3833481, 0.37859434
14, 3622346, 0.37821037
15, 3378931, 0.374247
16, 2783056, 0.37250784
17, 3420375, 0.3700443
18, 3199939, 0.36969858
19, 3506064, 0.3682702
20, 3129533, 0.36709377
21, 3806705, 0.36706254
22, 2810606, 0.36434
23, 3529232, 0.363533
24, 3789905, 0.36345863
25, 3580369, 0.36343354
26, 3248587, 0.36231706
27, 3440898, 0.36229277
28, 2930659, 0.36187303
29, 3784135, 0.36146113
30, 1824744, 0.36065304
31, 3665179, 0.35394126
32, 2778448, 0.35354385
33, 3603620, 0.35289627
34, 2245957, 0.3518774
35, 3514397, 0.35103363
36, 3662141, 0.35011095
37, 3445081, 0.34922537
38, 3548361, 0.3488711
39, 2630300, 0.34850067
40, 2572041, 0.3480929
41, 2808565, 0.34799713
42, 2672283, 0.3475958
43, 3726238, 0.3475384
44, 2651857, 0.3455452
45, 3249600, 0.3454562
46, 3015425, 0.3441293
47, 2626575, 0.34275213
48, 1434765, 0.34174818
49, 1852908, 0.3415507
50, 3445160, 0.34046137
51, 61035, 0.33936843
52, 2856542, 0.33802047
53, 1791015, 0.33774185
54, 3458412, 0.33730465
55, 3149114, 0.33702692
56, 3469364, 0.3363613
57, 3355033, 0.33596885
58, 3599992, 0.33575907
59, 3427044, 0.33502087
60, 3649619, 0.33422995
61, 3354470, 0.33355966
62, 3383148, 0.33328468
63, 3604869, 0.33255354
64, 1523371, 0.33240584
65, 3758842, 0.33156106
66, 3151403, 0.33039206
67, 3125360, 0.3296868
68, 3856285, 0.32945132
69, 3892061, 0.32827404
70, 2672233, 0.32821292
71, 2737789, 0.32778177
72, 3579466, 0.3277425
73, 2802381, 0.32675108
74, 3336229, 0.3267086
75, 2827076, 0.326575
76, 3785339, 0.32601857
77, 3488388, 0.32572407
78, 2721320, 0.3252132
79, 3733192, 0.324314
80, 2872575, 0.32383773
81, 2496696, 0.32323116
82, 3350152, 0.32279998
83, 2847728, 0.32260892
84, 3279691, 0.3225621
85, 3424654, 0.3211049
86, 2270822, 0.32036492
87, 2862150, 0.31944174
88, 2769330, 0.31659034
89, 3123279, 0.31648815
90, 3760298, 0.31634715
91, 2829597, 0.31614968
92, 2726500, 0.31559825
93, 3224531, 0.3152241
94, 137260, 0.31471372
95, 2790183, 0.31465727
96, 3162264, 0.31453744
97, 2732791, 0.31405804
98, 3838821, 0.31381536
99, 503388, 0.31282693
100, 2967696, 0.3122274
