rank, pmcid, score
1, 3161358, 0.40764028
2, 2799431, 0.3747719
3, 2829034, 0.3743436
4, 3533805, 0.34941444
5, 478616, 0.34566522
6, 1941736, 0.34031177
7, 3350381, 0.3377887
8, 3276413, 0.33221975
9, 2082038, 0.33124587
10, 3555950, 0.3251317
11, 2375955, 0.32324675
12, 3623624, 0.31891182
13, 2671419, 0.314977
14, 3314185, 0.3133175
15, 3849531, 0.3130574
16, 3723845, 0.31216508
17, 3665683, 0.30912223
18, 2959067, 0.30643043
19, 2982827, 0.3047376
20, 3183005, 0.30244818
21, 3271049, 0.30191177
22, 3869659, 0.30070442
23, 1906705, 0.30033478
24, 3472241, 0.3002419
25, 3710236, 0.29919648
26, 1308854, 0.29891357
27, 1891728, 0.29586095
28, 3426259, 0.2942525
29, 3850502, 0.29385328
30, 3348951, 0.29280594
31, 3340989, 0.29096225
32, 3830506, 0.29030097
33, 2140183, 0.2872452
34, 2799428, 0.28616777
35, 3346987, 0.28523245
36, 3172227, 0.28520674
37, 3226241, 0.2843729
38, 2632633, 0.2789588
39, 2727349, 0.27770752
40, 3776740, 0.27384713
41, 3346948, 0.2726823
42, 2567329, 0.27118707
43, 2720982, 0.27076668
44, 2914639, 0.26930854
45, 3275842, 0.26891702
46, 3599338, 0.26886857
47, 2865502, 0.26713908
48, 3375742, 0.26654252
49, 3161113, 0.2663327
50, 3404114, 0.2658498
51, 3878095, 0.26575762
52, 3298510, 0.2644363
53, 2500039, 0.26377615
54, 2694314, 0.26313084
55, 2600192, 0.2624238
56, 3424152, 0.26193807
57, 3396614, 0.2613016
58, 3195259, 0.26094493
59, 3866000, 0.25987983
60, 3364913, 0.25896913
61, 3155530, 0.2589171
62, 3117262, 0.25744167
63, 2963274, 0.2560072
64, 2823607, 0.2546461
65, 3585968, 0.25396794
66, 3216579, 0.25386453
67, 3599886, 0.25322187
68, 3560965, 0.25163373
69, 3688540, 0.25137523
70, 3851272, 0.25120562
71, 2851701, 0.25087965
72, 3285529, 0.24980797
73, 2829080, 0.24969764
74, 3506506, 0.24959865
75, 3657069, 0.24910519
76, 2664785, 0.24856116
77, 2894842, 0.24854945
78, 535531, 0.24783301
79, 3101166, 0.24712615
80, 2810332, 0.24671993
81, 2759986, 0.24639297
82, 2715570, 0.24632749
83, 3578774, 0.24550635
84, 3344925, 0.24529651
85, 3461428, 0.24493472
86, 3126755, 0.24384813
87, 2661091, 0.24334401
88, 2765762, 0.24320923
89, 3743306, 0.2431882
90, 2742550, 0.24086855
91, 3315550, 0.23995572
92, 3118160, 0.23963776
93, 3693956, 0.2394535
94, 2663029, 0.23872861
95, 1820605, 0.23704687
96, 2604880, 0.23689629
97, 3579948, 0.23590316
98, 2375950, 0.23526208
99, 3485554, 0.23525423
100, 2633011, 0.23485388
