rank, pmcid, score
1, 2805650, 0.0180085
2, 3082787, 0.016731646
3, 3484605, 0.016500503
4, 2994430, 0.016227823
5, 3764736, 0.015829736
6, 2627762, 0.014715974
7, 3054990, 0.014477613
8, 2627279, 0.014387634
9, 3666332, 0.014356981
10, 2700440, 0.013307543
11, 3016127, 0.012724839
12, 1240385, 0.01250348
13, 3054235, 0.012346814
14, 3049685, 0.012346814
15, 3042808, 0.012284966
16, 1638022, 0.012263312
17, 2823152, 0.012035751
18, 3725021, 0.011705703
19, 3521823, 0.011656604
20, 156660, 0.011584386
21, 3350117, 0.011351462
22, 3342730, 0.011188353
23, 3524471, 0.010999495
24, 3016819, 0.010941892
25, 3514127, 0.010850964
26, 3268705, 0.010846855
27, 3113254, 0.010802372
28, 2683441, 0.010735044
29, 2629937, 0.0107293585
30, 3192729, 0.010728
31, 3129533, 0.010718534
32, 2686880, 0.010662607
33, 3637645, 0.01059902
34, 3520722, 0.0105029475
35, 3670647, 0.010418591
36, 2887806, 0.010363826
37, 3002912, 0.010276692
38, 3665183, 0.010251878
39, 3452269, 0.010237219
40, 2385866, 0.010223236
41, 1892029, 0.010135445
42, 3649949, 0.010121693
43, 3844832, 0.010072546
44, 2516525, 0.010067788
45, 3529871, 0.010054836
46, 3389954, 0.010038636
47, 3018580, 0.009994148
48, 3151451, 0.009989169
49, 3514368, 0.009948645
50, 3054676, 0.009923505
51, 3015869, 0.009900644
52, 2769376, 0.009900644
53, 2323547, 0.00988775
54, 3086330, 0.009878697
55, 3808094, 0.009789782
56, 3651347, 0.00970584
57, 3389251, 0.00967527
58, 3237211, 0.009637461
59, 2929686, 0.009625294
60, 3451750, 0.009624575
61, 3162264, 0.009596647
62, 3702444, 0.009542823
63, 2841572, 0.009532864
64, 3651929, 0.009490251
65, 2732104, 0.0094885295
66, 3518717, 0.009470162
67, 2726538, 0.009432161
68, 3604869, 0.00942743
69, 3671112, 0.009420006
70, 2738866, 0.009393163
71, 2823714, 0.009383836
72, 3738339, 0.009366048
73, 2938654, 0.009334022
74, 2637837, 0.009253244
75, 3517463, 0.009200211
76, 3738334, 0.009198954
77, 3375669, 0.009184864
78, 2895205, 0.009183389
79, 2871516, 0.009163028
80, 2918831, 0.009160428
81, 2943109, 0.0091573
82, 3600221, 0.009089249
83, 2627195, 0.009084058
84, 3649648, 0.009071795
85, 2778768, 0.00905106
86, 2806544, 0.009047805
87, 3869627, 0.009022629
88, 3283058, 0.009003454
89, 3015230, 0.00899664
90, 1434765, 0.00898017
91, 3621591, 0.008948699
92, 2944142, 0.008904157
93, 1502080, 0.008888266
94, 2075501, 0.008880272
95, 2905585, 0.0088051
96, 2651898, 0.008797321
97, 3535130, 0.008794424
98, 3616181, 0.0087939985
99, 2082067, 0.008739022
100, 3354470, 0.008723557
