rank, pmcid, score
1, 2700111, 0.003692751
2, 3893498, 0.0036403092
3, 3223237, 0.0034406562
4, 2121144, 0.0031150596
5, 3527623, 0.002882645
6, 3468801, 0.0028678763
7, 2362096, 0.0028582618
8, 2588503, 0.0027582943
9, 2647307, 0.0024834827
10, 3633376, 0.001973331
11, 1247633, 0.0019432844
12, 479701, 0.001867624
13, 3366217, 0.0018476582
14, 2799065, 0.0018293537
15, 2848679, 0.0018279147
16, 3662093, 0.0017739411
17, 3261844, 0.0017541222
18, 3287169, 0.0017017871
19, 3299994, 0.0016828076
20, 3798812, 0.0016610962
21, 2753016, 0.0016452518
22, 2386501, 0.0016444384
23, 3297536, 0.0016095726
24, 3836979, 0.0015320167
25, 2719652, 0.001522643
26, 3123631, 0.0015104272
27, 3809868, 0.0014948887
28, 3747107, 0.0014804159
29, 2718190, 0.001479113
30, 3382428, 0.0014688938
31, 3444391, 0.0014672859
32, 3650235, 0.0014626972
33, 1247406, 0.0014537178
34, 3264414, 0.0014441499
35, 2988976, 0.0014019595
36, 3385844, 0.0013984228
37, 3403805, 0.00138669
38, 3099362, 0.0013844843
39, 3240925, 0.0013822606
40, 3693668, 0.0013776706
41, 3184175, 0.0013730787
42, 3025551, 0.0013556969
43, 3514364, 0.0013536413
44, 3775439, 0.0013515855
45, 3136034, 0.001351531
46, 2928341, 0.0013108256
47, 3728784, 0.0013043897
48, 3592826, 0.0012879021
49, 3382796, 0.0012760977
50, 3200034, 0.0012752052
51, 3835374, 0.0012680409
52, 3512216, 0.0012652596
53, 3190505, 0.0012647243
54, 3469563, 0.0012603782
55, 3732425, 0.0012602519
56, 2358905, 0.0012508621
57, 3172193, 0.0012456045
58, 3418896, 0.0012438836
59, 3867464, 0.0012433233
60, 3070644, 0.0012329518
61, 2783053, 0.0012305022
62, 3619041, 0.001220965
63, 2990232, 0.0012085551
64, 2490810, 0.0011987642
65, 2646668, 0.0011799409
66, 2203075, 0.0011736001
67, 2665694, 0.001164096
68, 2890912, 0.001158476
69, 3174116, 0.0011564578
70, 2798987, 0.0011562192
71, 2884444, 0.0011548153
72, 3425991, 0.0011400036
73, 3475442, 0.001138088
74, 3137825, 0.0011361963
75, 1361782, 0.001135244
76, 1635264, 0.0011328477
77, 3510763, 0.0011326749
78, 1475849, 0.0011298439
79, 3747483, 0.0011263479
80, 2653495, 0.0011171744
81, 3546376, 0.0011147882
82, 3248029, 0.0011134829
83, 3637196, 0.0011109975
84, 3834306, 0.0011104651
85, 3404919, 0.0011095515
86, 2700461, 0.0011088296
87, 3481606, 0.0011075465
88, 1280439, 0.0011057977
89, 3743360, 0.0011053093
90, 3049412, 0.0010976349
91, 3377046, 0.0010970696
92, 3151512, 0.0010959692
93, 3639806, 0.0010942908
94, 1297605, 0.0010918526
95, 3002009, 0.0010891813
96, 3743338, 0.0010890824
97, 3590404, 0.0010843326
98, 3877125, 0.0010815742
99, 3357611, 0.0010767258
100, 3343033, 0.0010764835
