rank, pmcid, score
1, 3833587, 0.40433466
2, 3773459, 0.39168072
3, 2987954, 0.37339756
4, 3618104, 0.36096388
5, 3542949, 0.33612725
6, 2629964, 0.3361136
7, 3291424, 0.32276076
8, 3174928, 0.3209707
9, 2732080, 0.32086682
10, 3562643, 0.31903395
11, 3809936, 0.31372854
12, 2245957, 0.3116547
13, 2737789, 0.31031162
14, 3622346, 0.30977607
15, 3336229, 0.30899453
16, 3090107, 0.30844024
17, 3420763, 0.30682912
18, 2211302, 0.302114
19, 3649648, 0.29820988
20, 2700440, 0.29632118
21, 3064452, 0.29605138
22, 3811709, 0.29522818
23, 3853387, 0.29413682
24, 2760696, 0.29316795
25, 3518712, 0.28963718
26, 1791015, 0.28801996
27, 2856542, 0.28683326
28, 3619046, 0.27941832
29, 2605761, 0.27751023
30, 3420620, 0.27657795
31, 3890738, 0.27647746
32, 3445145, 0.27555418
33, 3415813, 0.27463853
34, 3133999, 0.27430972
35, 2984325, 0.27038148
36, 3488388, 0.2701652
37, 2827106, 0.268878
38, 2918831, 0.26762262
39, 3003213, 0.2656553
40, 2572041, 0.26402706
41, 3424654, 0.26164615
42, 3469364, 0.26125872
43, 3117630, 0.26071712
44, 3113998, 0.26016706
45, 3683440, 0.2596178
46, 3877581, 0.2578605
47, 2945326, 0.2574624
48, 2868875, 0.25716412
49, 2259431, 0.25704458
50, 2769310, 0.25619388
51, 2702053, 0.2534958
52, 2615763, 0.25254726
53, 3529253, 0.2523547
54, 3629711, 0.25204942
55, 3700969, 0.25164995
56, 3759689, 0.24917473
57, 2279110, 0.24826252
58, 3876309, 0.24445803
59, 239964, 0.24432303
60, 3814076, 0.24404168
61, 2872575, 0.24401121
62, 3849794, 0.2428697
63, 2526070, 0.24230073
64, 3784075, 0.24157576
65, 3248865, 0.24149753
66, 2769286, 0.24149278
67, 3682695, 0.24129625
68, 3459797, 0.23949389
69, 3712681, 0.23915188
70, 2829621, 0.2365639
71, 3021334, 0.23600642
72, 3134683, 0.23556046
73, 2881009, 0.23454703
74, 3649302, 0.23322722
75, 3743142, 0.23309758
76, 1824744, 0.2330773
77, 3003678, 0.23173334
78, 3405157, 0.23136191
79, 3632018, 0.23124167
80, 3378931, 0.22879575
81, 3214682, 0.2287153
82, 2705345, 0.22780338
83, 3023754, 0.22679193
84, 3791839, 0.22668594
85, 3662170, 0.22625902
86, 3658216, 0.22569825
87, 535548, 0.22494143
88, 2918849, 0.22488509
89, 2783080, 0.22421093
90, 3177592, 0.22393066
91, 3502875, 0.22366104
92, 2740255, 0.2233205
93, 3590872, 0.22318897
94, 3502773, 0.22304003
95, 2917397, 0.22279437
96, 2741488, 0.22255008
97, 3541793, 0.22252437
98, 3033242, 0.22195895
99, 3521621, 0.22141124
100, 3335656, 0.22075862
