rank, pmcid, score
1, 2925354, 0.34697405
2, 3725171, 0.32081494
3, 3113183, 0.31539088
4, 3628469, 0.30889094
5, 3632018, 0.29732707
6, 2740156, 0.29706636
7, 2253550, 0.29500997
8, 2933122, 0.2942567
9, 3122097, 0.29309016
10, 3433556, 0.28505498
11, 2769376, 0.28495368
12, 3663309, 0.2843141
13, 3285529, 0.27793166
14, 3350117, 0.26945767
15, 2769297, 0.2689586
16, 3748403, 0.26765054
17, 2726498, 0.26659
18, 3003679, 0.26339686
19, 3018996, 0.26303792
20, 3544608, 0.26185006
21, 3411373, 0.26183882
22, 2769341, 0.26065543
23, 1936994, 0.25970706
24, 3030803, 0.25924042
25, 2643339, 0.25727534
26, 2423720, 0.25687104
27, 3214511, 0.25454068
28, 2809077, 0.2527654
29, 3806164, 0.25237378
30, 3681262, 0.25185305
31, 3097148, 0.25142664
32, 3853387, 0.2508279
33, 3195765, 0.2504984
34, 3745864, 0.25024003
35, 3033242, 0.24772136
36, 2938513, 0.24671255
37, 3813776, 0.2463438
38, 3760260, 0.2461102
39, 3096593, 0.24510002
40, 3335664, 0.24414194
41, 3539596, 0.23954014
42, 2683798, 0.23820457
43, 3016752, 0.23545446
44, 2769305, 0.23269652
45, 3351958, 0.23046441
46, 3350193, 0.23000106
47, 2892693, 0.22967148
48, 2845142, 0.22836207
49, 3450927, 0.22803833
50, 3205504, 0.22750336
51, 3662733, 0.22747554
52, 3863827, 0.22715336
53, 3389893, 0.22636324
54, 2783137, 0.22393836
55, 3838988, 0.22368024
56, 3061903, 0.22356863
57, 3350224, 0.22245023
58, 2984297, 0.2223669
59, 3336915, 0.22221537
60, 2841811, 0.22192936
61, 2881437, 0.22185677
62, 3075147, 0.22060768
63, 2702950, 0.21781485
64, 3565913, 0.2173332
65, 2816854, 0.21698032
66, 3015425, 0.21685928
67, 3834111, 0.21670458
68, 2974991, 0.21545537
69, 3152917, 0.21521087
70, 3500025, 0.21483994
71, 3467437, 0.21401298
72, 1770937, 0.21208328
73, 3503351, 0.21205974
74, 3410093, 0.21155933
75, 1925057, 0.21077822
76, 2896582, 0.21023853
77, 2821393, 0.20926954
78, 2911400, 0.20838864
79, 2820011, 0.20794247
80, 122079, 0.20741265
81, 2803799, 0.20709065
82, 3307080, 0.20700835
83, 2765939, 0.20653203
84, 3420076, 0.20632057
85, 3515935, 0.2055978
86, 3830333, 0.20430051
87, 3716248, 0.20270012
88, 2657279, 0.20243278
89, 3178469, 0.20241995
90, 3779396, 0.20210104
91, 3888003, 0.2016046
92, 3598820, 0.1997529
93, 3632032, 0.19905832
94, 3268705, 0.1986693
95, 3845338, 0.19854802
96, 3884627, 0.19846624
97, 2726474, 0.19822964
98, 3502786, 0.19814517
99, 2737780, 0.19782387
100, 3711740, 0.19731182
