rank, pmcid, score
1, 3849794, 0.37903142
2, 3564029, 0.36382338
3, 2876698, 0.36136386
4, 3777376, 0.35140723
5, 1276800, 0.34921664
6, 2572046, 0.31645715
7, 3853387, 0.31059644
8, 3702368, 0.28780833
9, 3109840, 0.28533658
10, 3250002, 0.28137916
11, 2862513, 0.2811831
12, 3700969, 0.2778478
13, 3114546, 0.277812
14, 3522406, 0.27440187
15, 2974995, 0.2726779
16, 2828091, 0.27200633
17, 3259402, 0.2634492
18, 3424871, 0.26128542
19, 2474644, 0.25979385
20, 3415813, 0.25817102
21, 2082036, 0.25786632
22, 3610459, 0.25751585
23, 2946718, 0.25677478
24, 3099512, 0.25417742
25, 3081356, 0.25245163
26, 2365966, 0.25158742
27, 3044552, 0.24995163
28, 3826012, 0.24891974
29, 1464381, 0.24699154
30, 2644295, 0.2460751
31, 3754399, 0.24504645
32, 3343251, 0.24418919
33, 3788260, 0.24357402
34, 2741488, 0.24296017
35, 3420500, 0.24274081
36, 2847142, 0.24147974
37, 3868699, 0.23916918
38, 2918823, 0.23908475
39, 3465000, 0.23710859
40, 3633019, 0.2370772
41, 2774533, 0.23614225
42, 2937292, 0.23608427
43, 3609679, 0.23517528
44, 2918861, 0.23448181
45, 3446142, 0.23140353
46, 3758738, 0.22994225
47, 3874979, 0.22975703
48, 3286783, 0.22881399
49, 2700440, 0.22712818
50, 2783053, 0.22707838
51, 3085223, 0.22674619
52, 2993722, 0.2250827
53, 3762010, 0.22363107
54, 3336229, 0.2232098
55, 3580369, 0.22122474
56, 3876596, 0.22046909
57, 3632018, 0.21976243
58, 3420620, 0.21754245
59, 3378931, 0.21687001
60, 2851150, 0.21602887
61, 3409955, 0.21567295
62, 3463044, 0.21533597
63, 3403114, 0.21288687
64, 2700447, 0.21249667
65, 3562643, 0.21218793
66, 2628089, 0.2119726
67, 3160889, 0.20739286
68, 3338242, 0.20730196
69, 3436637, 0.20678331
70, 3224513, 0.20674773
71, 3764714, 0.20628014
72, 3422815, 0.2041148
73, 2732080, 0.2040831
74, 3574827, 0.20404892
75, 3488388, 0.20384935
76, 2276236, 0.20295444
77, 3195099, 0.20263691
78, 3141321, 0.20227812
79, 2783131, 0.20222336
80, 3640983, 0.20129375
81, 3062014, 0.20123823
82, 3618648, 0.20090339
83, 2628934, 0.200623
84, 3276037, 0.20027894
85, 1413549, 0.20020649
86, 3505333, 0.19929713
87, 3233373, 0.19888753
88, 3593498, 0.19874017
89, 3513065, 0.19846334
90, 3070667, 0.19845948
91, 3177592, 0.1980145
92, 3010614, 0.19734581
93, 3139879, 0.19689567
94, 3322929, 0.19560462
95, 1791015, 0.19520512
96, 3420594, 0.1947617
97, 3370327, 0.19465704
98, 2934905, 0.19455542
99, 2892667, 0.19404767
100, 2941604, 0.193926
