rank, pmcid, score
1, 3129533, 0.6162777
2, 3665183, 0.6051058
3, 1852908, 0.5776986
4, 2572041, 0.56159276
5, 3833587, 0.55711174
6, 2630300, 0.5452912
7, 2279110, 0.5430328
8, 3843570, 0.542276
9, 1940253, 0.5395696
10, 3789905, 0.53729564
11, 1434765, 0.5353698
12, 3504246, 0.534547
13, 2959157, 0.5220236
14, 3670647, 0.51943856
15, 3243071, 0.51625067
16, 3440898, 0.50437415
17, 2329636, 0.49323767
18, 3221195, 0.47964227
19, 3279691, 0.47706538
20, 2705345, 0.47231033
21, 2868875, 0.47183797
22, 3604869, 0.47117698
23, 3199939, 0.4705487
24, 3159367, 0.47051623
25, 2572045, 0.46981737
26, 3150839, 0.45979795
27, 3045397, 0.45811415
28, 2245957, 0.45716867
29, 3484605, 0.4542656
30, 2856542, 0.45417643
31, 3542899, 0.4522793
32, 3276810, 0.45136058
33, 3712681, 0.45077768
34, 2827076, 0.44364926
35, 2516525, 0.44329965
36, 3483330, 0.44167945
37, 2988848, 0.43825457
38, 3097681, 0.43645445
39, 3657909, 0.4354371
40, 3726238, 0.4313328
41, 3504270, 0.43046483
42, 3599747, 0.43037763
43, 503388, 0.42838007
44, 3836946, 0.42745125
45, 3298218, 0.42573342
46, 3057256, 0.42469928
47, 3016127, 0.42182994
48, 3047687, 0.42065895
49, 3806705, 0.42008695
50, 2810606, 0.41956738
51, 3451750, 0.4192893
52, 3860041, 0.41889235
53, 3000623, 0.4164627
54, 3483324, 0.41480306
55, 3683440, 0.41453302
56, 3040435, 0.41202036
57, 3611104, 0.41160843
58, 3075144, 0.4115321
59, 3708754, 0.40899253
60, 2908657, 0.40874106
61, 2987954, 0.40834197
62, 2760693, 0.407071
63, 2930659, 0.40676957
64, 1087206, 0.40629077
65, 3154169, 0.40575242
66, 3618104, 0.40499097
67, 3567954, 0.4049303
68, 2782168, 0.40470797
69, 2790183, 0.40430543
70, 3258019, 0.40403432
71, 3445160, 0.4030112
72, 2700440, 0.40290457
73, 2467416, 0.40288743
74, 3445096, 0.4024497
75, 3047835, 0.40211523
76, 3833481, 0.40160716
77, 3375193, 0.39973557
78, 2780663, 0.39959073
79, 3752487, 0.39922464
80, 3784135, 0.39563662
81, 3354470, 0.3944912
82, 3853387, 0.3923405
83, 3521621, 0.39151537
84, 2621133, 0.3906215
85, 3400884, 0.39032573
86, 3336229, 0.3898138
87, 3065056, 0.38888007
88, 3290187, 0.3864263
89, 3355033, 0.38625726
90, 3608039, 0.38615608
91, 3315620, 0.38597426
92, 2914369, 0.38562414
93, 3760298, 0.3846741
94, 1791015, 0.38435313
95, 3654939, 0.38312468
96, 2988808, 0.38304305
97, 2917397, 0.3812756
98, 1803779, 0.38118356
99, 3725923, 0.3811387
100, 3438873, 0.37959927
