rank, pmcid, score
1, 3783373, 0.5890685
2, 3490930, 0.46202433
3, 2831203, 0.37439296
4, 3737464, 0.37148649
5, 2840592, 0.35204512
6, 2880141, 0.34708095
7, 2944142, 0.33333403
8, 3556865, 0.32445243
9, 3740609, 0.32397252
10, 3702522, 0.322339
11, 2868039, 0.31487244
12, 3152174, 0.31311214
13, 3685602, 0.30707607
14, 3716954, 0.3021379
15, 1869027, 0.29903486
16, 2732500, 0.29403782
17, 3425248, 0.29141125
18, 2740203, 0.28738654
19, 3074312, 0.28619707
20, 3665240, 0.2848424
21, 3468804, 0.28192538
22, 3030031, 0.2782544
23, 3830333, 0.27804404
24, 3237131, 0.27602893
25, 3696283, 0.27542877
26, 3176909, 0.2747408
27, 2759899, 0.27381673
28, 3395851, 0.27330652
29, 3833481, 0.27310413
30, 1257651, 0.2715197
31, 3131249, 0.2696009
32, 3559119, 0.26867715
33, 3542889, 0.2685774
34, 3731672, 0.26840734
35, 2914369, 0.267633
36, 3545330, 0.2674204
37, 3858707, 0.2669316
38, 2864213, 0.26418588
39, 2989130, 0.26256624
40, 3277062, 0.26206538
41, 3481473, 0.26178658
42, 3666389, 0.2613965
43, 3680909, 0.26070523
44, 3716027, 0.260366
45, 3371554, 0.26014146
46, 3728501, 0.25916842
47, 3868098, 0.25776392
48, 2840962, 0.25727445
49, 3702368, 0.25705177
50, 3674281, 0.25656518
51, 3339080, 0.25486392
52, 2957620, 0.2545804
53, 3209994, 0.2544762
54, 3174128, 0.25317818
55, 3635690, 0.25276917
56, 3475929, 0.2519784
57, 2938625, 0.2516753
58, 150573, 0.25087476
59, 3681292, 0.2505631
60, 3000920, 0.25046647
61, 2913564, 0.24999954
62, 2830929, 0.24718115
63, 3298200, 0.24630922
64, 3506153, 0.2456427
65, 2803993, 0.24557462
66, 3751385, 0.24488923
67, 3246148, 0.24487223
68, 3487885, 0.2446036
69, 3596139, 0.24438226
70, 3275841, 0.24367663
71, 3128898, 0.24360086
72, 3792648, 0.24293552
73, 2783145, 0.24261892
74, 3162719, 0.24203335
75, 3336925, 0.24183723
76, 3841599, 0.24135417
77, 3591424, 0.24075137
78, 3815000, 0.24051817
79, 1440850, 0.2404576
80, 3687640, 0.23981805
81, 2621382, 0.23981377
82, 3505950, 0.23960547
83, 3015244, 0.23943545
84, 3162827, 0.23908031
85, 3391847, 0.23892303
86, 3371887, 0.23775455
87, 3336249, 0.23749758
88, 2729224, 0.23696676
89, 3060137, 0.23645724
90, 3263067, 0.2358469
91, 3298206, 0.23573415
92, 2892692, 0.23488726
93, 3205781, 0.23466945
94, 2822428, 0.23430845
95, 3500075, 0.23379041
96, 2769286, 0.23341064
97, 3713559, 0.23334621
98, 3671230, 0.23325144
99, 3174929, 0.233042
100, 2780978, 0.2325915
