rank, pmcid, score
1, 2536182, 0.5728403
2, 2211302, 0.44330946
3, 3336229, 0.4334682
4, 3773459, 0.43002698
5, 3114546, 0.3999055
6, 2700440, 0.39197394
7, 2760696, 0.3889229
8, 1784580, 0.38812566
9, 3619046, 0.37513453
10, 3649302, 0.36257118
11, 3014869, 0.3559053
12, 3335656, 0.3528654
13, 3174928, 0.3453919
14, 3320293, 0.3440121
15, 3248865, 0.34284234
16, 3622346, 0.3408371
17, 3608039, 0.3365693
18, 3447285, 0.32249352
19, 3601021, 0.32181016
20, 2876771, 0.32073656
21, 2630950, 0.31549
22, 3700969, 0.31334057
23, 3833587, 0.3122062
24, 2783080, 0.31146097
25, 2827106, 0.30827448
26, 3378931, 0.30746108
27, 3424871, 0.30271992
28, 2222671, 0.30259252
29, 2945326, 0.3015891
30, 3420636, 0.3003835
31, 2769286, 0.29965335
32, 3154170, 0.29508635
33, 3100118, 0.29166618
34, 2526070, 0.28980562
35, 3552941, 0.28976008
36, 2737789, 0.2897513
37, 1479389, 0.28949592
38, 2881009, 0.28851873
39, 2820441, 0.28611338
40, 3666332, 0.2835647
41, 3874654, 0.2830516
42, 2740255, 0.28282967
43, 3113998, 0.28227356
44, 3133999, 0.2820464
45, 3488388, 0.2798292
46, 3814076, 0.2795161
47, 3759689, 0.27949166
48, 2987954, 0.27817288
49, 1276800, 0.27810046
50, 3562643, 0.27684703
51, 1310516, 0.27653518
52, 3420620, 0.27402484
53, 3542949, 0.27369913
54, 3710144, 0.27137938
55, 2614952, 0.27085203
56, 3644842, 0.26958844
57, 535548, 0.2691854
58, 2790183, 0.26807556
59, 3095901, 0.26766917
60, 3553020, 0.267536
61, 2918823, 0.26473564
62, 3109347, 0.264435
63, 2705365, 0.26379445
64, 2938513, 0.2633203
65, 3683440, 0.26248348
66, 3424654, 0.26077253
67, 3816164, 0.2605148
68, 239964, 0.25999346
69, 3849794, 0.25951004
70, 3853387, 0.25898078
71, 2769311, 0.2588839
72, 3527895, 0.2588043
73, 3890738, 0.25863212
74, 3864989, 0.25857788
75, 535531, 0.2580293
76, 3629711, 0.25760195
77, 3750629, 0.25745744
78, 2245957, 0.25713095
79, 3429833, 0.2544345
80, 2744771, 0.25408152
81, 3023754, 0.25264046
82, 3767585, 0.25237918
83, 2288601, 0.2523095
84, 2630301, 0.2523092
85, 3090107, 0.25050282
86, 3811709, 0.25038052
87, 3445145, 0.25026572
88, 3618104, 0.24990599
89, 3015586, 0.24897817
90, 3379870, 0.24854961
91, 2732080, 0.24820381
92, 3466837, 0.24744962
93, 3180665, 0.24740328
94, 3133988, 0.24632925
95, 3561172, 0.24629557
96, 2918849, 0.24612373
97, 3221745, 0.24524894
98, 1824744, 0.24501884
99, 3466862, 0.24260204
100, 2868875, 0.24228205
