rank, pmcid, score
1, 3783373, 0.3879224
2, 3490930, 0.30455995
3, 2831203, 0.24861631
4, 3737464, 0.24531002
5, 2944142, 0.24002631
6, 3257299, 0.2332961
7, 2840592, 0.23298758
8, 2880141, 0.22857998
9, 3152174, 0.22613136
10, 3740609, 0.21542764
11, 3556865, 0.21541864
12, 3702522, 0.21114542
13, 2868039, 0.20868272
14, 3685602, 0.20482688
15, 3716954, 0.19958557
16, 1869027, 0.19847661
17, 3425248, 0.19550097
18, 2732500, 0.19370112
19, 2914369, 0.19262192
20, 2740203, 0.19259751
21, 3074312, 0.1913844
22, 3665240, 0.18965514
23, 3468804, 0.18630473
24, 3030031, 0.18629576
25, 3830333, 0.18599018
26, 3237131, 0.18579142
27, 3696283, 0.18495798
28, 2759899, 0.18333864
29, 3395851, 0.1829448
30, 3833481, 0.1811736
31, 3176909, 0.18116681
32, 3131249, 0.18061939
33, 1257651, 0.1802718
34, 3542889, 0.17955099
35, 3559119, 0.17818879
36, 3545330, 0.17677629
37, 3731672, 0.17653167
38, 3858707, 0.17649397
39, 2989130, 0.17544317
40, 3666389, 0.17532974
41, 3481473, 0.17468551
42, 3277062, 0.17460978
43, 3371554, 0.17324091
44, 2864213, 0.1730714
45, 3680909, 0.17280455
46, 3702368, 0.17251456
47, 3716027, 0.1724464
48, 3868098, 0.17191823
49, 3728501, 0.17129825
50, 2840962, 0.17096844
51, 2957620, 0.17047517
52, 3674281, 0.17004485
53, 3000920, 0.16910754
54, 3174128, 0.16878884
55, 2938625, 0.16876896
56, 3339080, 0.16845764
57, 150573, 0.16785544
58, 3635690, 0.16783276
59, 2913564, 0.16760138
60, 3209994, 0.16748181
61, 3162827, 0.16737631
62, 3475929, 0.1666605
63, 2803993, 0.1664468
64, 3681292, 0.16597855
65, 3096433, 0.16548267
66, 3506153, 0.16535239
67, 2830929, 0.1639382
68, 3298200, 0.16392553
69, 3246148, 0.16392407
70, 3596139, 0.1633377
71, 2783145, 0.16262949
72, 3792648, 0.1625816
73, 3128898, 0.16225567
74, 3162719, 0.16216746
75, 3751385, 0.16209982
76, 3275841, 0.16196041
77, 3505950, 0.16159885
78, 3491225, 0.16126457
79, 3487885, 0.16094029
80, 2621382, 0.16083287
81, 3336925, 0.16049433
82, 3841599, 0.16036512
83, 3687640, 0.16028084
84, 3591424, 0.16021678
85, 3391847, 0.15998384
86, 1440850, 0.15994784
87, 3371887, 0.15928438
88, 2631494, 0.15868627
89, 3015244, 0.1584518
90, 3336249, 0.1581721
91, 2822428, 0.1580552
92, 2729224, 0.15784012
93, 3815000, 0.15782005
94, 3263067, 0.15744548
95, 3060137, 0.1572732
96, 2892692, 0.15713403
97, 2769286, 0.15684347
98, 3174929, 0.15578711
99, 3500075, 0.15575407
100, 3713559, 0.1556568
