rank, pmcid, score
1, 2892615, 0.41559762
2, 3506220, 0.364233
3, 3833481, 0.33387995
4, 2868875, 0.28231564
5, 3713289, 0.28147835
6, 3264568, 0.24282075
7, 1940253, 0.23799904
8, 3654939, 0.23652688
9, 3833581, 0.23266971
10, 3513310, 0.23024413
11, 3309230, 0.22862798
12, 3263540, 0.22516082
13, 2980628, 0.2233431
14, 3670647, 0.22214872
15, 2790183, 0.21907549
16, 2851695, 0.21826896
17, 3876310, 0.21818325
18, 3309321, 0.21327494
19, 1373644, 0.21278478
20, 3861848, 0.21071787
21, 3895790, 0.20613031
22, 3542889, 0.20310482
23, 3678211, 0.20293355
24, 3724317, 0.19790511
25, 3613646, 0.19590496
26, 3691589, 0.19459018
27, 3864880, 0.19438154
28, 3086328, 0.19434495
29, 3561083, 0.19314389
30, 3129533, 0.19307132
31, 3135011, 0.1915623
32, 3358713, 0.1895599
33, 3245382, 0.18704326
34, 3740609, 0.18532735
35, 3585303, 0.18524203
36, 3227226, 0.18518932
37, 2630300, 0.18294959
38, 2929215, 0.18147
39, 3506153, 0.17988066
40, 3506020, 0.17865561
41, 2631524, 0.17654712
42, 3451906, 0.1757888
43, 3202504, 0.17447963
44, 3851743, 0.1743624
45, 1634849, 0.17399916
46, 3162835, 0.17376897
47, 3445096, 0.17361225
48, 2988848, 0.17293711
49, 1852908, 0.17220359
50, 514562, 0.17198287
51, 2329636, 0.16978721
52, 1852382, 0.16938071
53, 3104283, 0.16846056
54, 3880707, 0.1684523
55, 356919, 0.16843288
56, 3599747, 0.16817962
57, 3434906, 0.16790064
58, 2729310, 0.16764088
59, 3328892, 0.16697158
60, 2783048, 0.166422
61, 1550245, 0.16581655
62, 2779430, 0.16565545
63, 3712463, 0.16484982
64, 2769310, 0.16471814
65, 3856285, 0.16463372
66, 2914369, 0.16427977
67, 2644696, 0.16394444
68, 2941760, 0.16371503
69, 2867996, 0.16311494
70, 3438873, 0.16302009
71, 3098861, 0.16243672
72, 3829227, 0.16214305
73, 3853387, 0.16102332
74, 3212602, 0.16087055
75, 3469964, 0.1607138
76, 2390549, 0.15917933
77, 3298218, 0.1582123
78, 3347913, 0.15787487
79, 2959157, 0.15756084
80, 3649316, 0.15749377
81, 2799065, 0.1573115
82, 3809224, 0.15724838
83, 3471260, 0.15712027
84, 2671844, 0.15699571
85, 3430891, 0.15573427
86, 3788290, 0.15533511
87, 2672132, 0.1552814
88, 3821125, 0.15521485
89, 3309242, 0.15435308
90, 2966747, 0.15422432
91, 3570061, 0.15350598
92, 3385844, 0.15258253
93, 3712165, 0.15242323
94, 2917397, 0.15228084
95, 2211302, 0.15221794
96, 2034593, 0.15140213
97, 3243071, 0.15124379
98, 2769306, 0.1510003
99, 2810606, 0.15088236
100, 3726238, 0.15083233
