rank, pmcid, score
1, 2536182, 0.4152053
2, 3587910, 0.40943655
3, 3853387, 0.36809576
4, 3023754, 0.35606623
5, 2760696, 0.34956372
6, 2700434, 0.32687622
7, 1276800, 0.3153233
8, 3849794, 0.30899224
9, 2700440, 0.30219942
10, 2783053, 0.30193958
11, 3336229, 0.29633483
12, 3424871, 0.28672668
13, 2967681, 0.2812191
14, 3177592, 0.27436402
15, 3343246, 0.27372208
16, 2827098, 0.2710777
17, 3277043, 0.26024166
18, 3323283, 0.25965998
19, 3762010, 0.25819367
20, 3649302, 0.25693431
21, 3700969, 0.25623167
22, 3415813, 0.25548568
23, 3633019, 0.25264382
24, 2629964, 0.24962042
25, 3322929, 0.24919811
26, 3529428, 0.24818268
27, 3090107, 0.24533871
28, 3522406, 0.24461822
29, 2082036, 0.24278419
30, 3378931, 0.24003483
31, 3562643, 0.23938307
32, 2714572, 0.23770683
33, 3085223, 0.23704387
34, 3754399, 0.23253334
35, 2737789, 0.23091167
36, 3114546, 0.22960629
37, 3632018, 0.22826765
38, 2827106, 0.22770442
39, 3651148, 0.22734603
40, 2840603, 0.22570916
41, 3291424, 0.22432914
42, 2474644, 0.22427736
43, 3580369, 0.22398175
44, 2918823, 0.22371793
45, 3233373, 0.2227037
46, 3619046, 0.22077855
47, 2783080, 0.22020975
48, 2526070, 0.2181396
49, 2732080, 0.21704066
50, 3552941, 0.21579722
51, 3154170, 0.21454142
52, 3117630, 0.21414262
53, 3429833, 0.21087877
54, 3403114, 0.20978032
55, 3609679, 0.20795068
56, 2876698, 0.20718515
57, 2222671, 0.205103
58, 3259402, 0.20508409
59, 3447285, 0.20406045
60, 2700484, 0.2040421
61, 3506075, 0.20287138
62, 3109347, 0.20231952
63, 2390549, 0.2014868
64, 3872415, 0.20142141
65, 3866926, 0.20063485
66, 3276037, 0.20006384
67, 2891799, 0.19924703
68, 3826012, 0.19879931
69, 3702368, 0.19878726
70, 3616181, 0.1980341
71, 2245957, 0.19706322
72, 3163220, 0.19630566
73, 3190518, 0.19373055
74, 2828091, 0.19321752
75, 3488388, 0.19020748
76, 3874654, 0.19016297
77, 3250002, 0.1894534
78, 3713368, 0.1883474
79, 3355865, 0.18739761
80, 3492084, 0.18675564
81, 2993722, 0.18652293
82, 2769286, 0.18624008
83, 2365966, 0.18534127
84, 549073, 0.18495336
85, 3791000, 0.18447682
86, 3598208, 0.18446246
87, 3133999, 0.18432496
88, 3334261, 0.18412323
89, 2892667, 0.18365261
90, 3876310, 0.18333831
91, 2847142, 0.18293728
92, 2627817, 0.18280339
93, 3420654, 0.18245822
94, 3737610, 0.18221483
95, 2988180, 0.18186133
96, 3386665, 0.18138273
97, 3162766, 0.18090557
98, 2904789, 0.17961448
99, 3622346, 0.17821749
100, 3463044, 0.17774376
