rank, pmcid, score
1, 3534002, 0.008974048
2, 3485400, 0.00893599
3, 3375037, 0.008635167
4, 3405401, 0.008422749
5, 3430894, 0.008122002
6, 3630939, 0.008000843
7, 3093001, 0.007717074
8, 3798642, 0.007503707
9, 2887188, 0.0074528367
10, 3620398, 0.007426068
11, 3579466, 0.0074208817
12, 3684219, 0.007322646
13, 3131766, 0.0073199198
14, 3845746, 0.0072997864
15, 2987887, 0.0072844997
16, 3630965, 0.007208742
17, 1513142, 0.007199789
18, 3490851, 0.0070133326
19, 3744484, 0.006972697
20, 2924526, 0.006961338
21, 535702, 0.006927049
22, 3544335, 0.0068826396
23, 3835828, 0.0068675755
24, 2929312, 0.006840688
25, 3361473, 0.00664558
26, 3621400, 0.006637181
27, 2918295, 0.006634948
28, 3581089, 0.0064704577
29, 3694483, 0.0064440104
30, 3202493, 0.0063882843
31, 2755175, 0.0063625495
32, 3079658, 0.006303662
33, 3132857, 0.006232082
34, 3452032, 0.0061557824
35, 3150476, 0.0061542825
36, 3870098, 0.006041763
37, 3724779, 0.006015761
38, 3144618, 0.0059861736
39, 3181779, 0.0059517412
40, 3586505, 0.00591324
41, 3076422, 0.0058930907
42, 3102792, 0.005820448
43, 3793495, 0.005797315
44, 3697408, 0.0057475544
45, 3336925, 0.005708868
46, 3717119, 0.0057038767
47, 3850676, 0.005665182
48, 3425758, 0.0056335097
49, 3592823, 0.0056187785
50, 3045028, 0.0056072767
51, 1224862, 0.0056020087
52, 2797990, 0.0055164313
53, 2836296, 0.005489967
54, 3451918, 0.0054566134
55, 3143516, 0.0053274804
56, 3474813, 0.0053152908
57, 2656288, 0.0052944133
58, 2860488, 0.0052113165
59, 3146237, 0.005201887
60, 3434384, 0.005178069
61, 3630175, 0.0051752417
62, 3119585, 0.0051682577
63, 3089846, 0.005102458
64, 2640164, 0.005070458
65, 3630971, 0.0050696577
66, 2799065, 0.005040034
67, 3225033, 0.0050017852
68, 3318226, 0.004970598
69, 3775439, 0.004966084
70, 2689451, 0.004944121
71, 1779768, 0.004942232
72, 3747360, 0.0049309493
73, 2643482, 0.004924336
74, 3024570, 0.0048924224
75, 2919389, 0.004874048
76, 3458937, 0.004866354
77, 3181883, 0.00481876
78, 3748570, 0.004814937
79, 3873847, 0.004798367
80, 2944142, 0.0047736275
81, 3704546, 0.004754401
82, 3351715, 0.004751327
83, 3619438, 0.004750911
84, 2664785, 0.0047390894
85, 3521795, 0.00473086
86, 1079927, 0.0047209426
87, 3762769, 0.004709208
88, 1557490, 0.0046786666
89, 3561204, 0.0046781474
90, 3781234, 0.0046745786
91, 3446879, 0.0046542473
92, 3395348, 0.0046540527
93, 3664748, 0.004640815
94, 3881989, 0.0046338877
95, 3485348, 0.0046276646
96, 3312196, 0.0046214587
97, 3002836, 0.004621268
98, 3261938, 0.0046154046
99, 3342939, 0.0046103294
100, 2626575, 0.004601711
