rank, pmcid, score
1, 3852513, 0.021872161
2, 3403367, 0.021584388
3, 2931142, 0.020850271
4, 3572985, 0.018135497
5, 3193674, 0.017556142
6, 2442656, 0.01605159
7, 2630042, 0.015597221
8, 3420763, 0.0154715525
9, 3459526, 0.015453234
10, 3387629, 0.015284028
11, 3132663, 0.014904565
12, 2816905, 0.014785528
13, 1175909, 0.014470131
14, 3112139, 0.014261975
15, 3847001, 0.013752233
16, 3402936, 0.013543681
17, 2919553, 0.013479878
18, 3005216, 0.0134684695
19, 3764717, 0.013318636
20, 2769330, 0.013092363
21, 3573492, 0.012982946
22, 3793934, 0.0129261045
23, 3429833, 0.012922349
24, 3228372, 0.012735064
25, 2990053, 0.012641069
26, 3392260, 0.012569587
27, 3700967, 0.012544367
28, 3675021, 0.012309381
29, 3218868, 0.012297482
30, 3764714, 0.012229783
31, 416478, 0.012199255
32, 3831868, 0.011947179
33, 2292199, 0.011885051
34, 2396464, 0.011873499
35, 3567877, 0.011858438
36, 3391837, 0.011806812
37, 3109785, 0.011766266
38, 3229236, 0.011757437
39, 3826289, 0.011627708
40, 3845336, 0.011611695
41, 3353641, 0.011580458
42, 3383148, 0.011495478
43, 3371476, 0.01138893
44, 2916111, 0.011381889
45, 3005964, 0.011379353
46, 2999583, 0.011350219
47, 3701440, 0.0113327615
48, 3482077, 0.011310557
49, 3830815, 0.0112847695
50, 3544066, 0.011279728
51, 3558406, 0.011199405
52, 3132331, 0.011067692
53, 3557149, 0.011045951
54, 1664556, 0.011034393
55, 2760720, 0.011015729
56, 2206519, 0.010985713
57, 3041827, 0.01088968
58, 3245399, 0.010793958
59, 2888329, 0.01078853
60, 3219287, 0.010778879
61, 3632512, 0.010769885
62, 3313757, 0.010767992
63, 2827065, 0.010754705
64, 3289784, 0.010697016
65, 3521774, 0.010662729
66, 3790034, 0.010650788
67, 2892669, 0.010635462
68, 3425271, 0.010633322
69, 3627848, 0.010439738
70, 2799065, 0.010405585
71, 3876709, 0.010367948
72, 3310144, 0.010365347
73, 3549402, 0.010344716
74, 3548373, 0.010337022
75, 1896172, 0.010331689
76, 2806418, 0.010257027
77, 2822248, 0.010227408
78, 3556772, 0.010183142
79, 3411788, 0.010171011
80, 3251532, 0.010155728
81, 2629535, 0.0101297395
82, 3854917, 0.010128003
83, 3132343, 0.010108817
84, 3621239, 0.010088973
85, 2810372, 0.01008392
86, 3055900, 0.010060386
87, 3584026, 0.010022073
88, 2494551, 0.010019621
89, 3524099, 0.009937367
90, 3245397, 0.00990799
91, 2684339, 0.009881315
92, 2954956, 0.009867282
93, 2614474, 0.0097910715
94, 3245402, 0.009781689
95, 3574827, 0.0097677875
96, 3279815, 0.009763827
97, 2702412, 0.009706395
98, 3326224, 0.0097014215
99, 3383189, 0.009570992
100, 3599824, 0.009543021
