rank, pmcid, score
1, 3853387, 0.85617256
2, 3564029, 0.78875524
3, 3322929, 0.7865962
4, 3378931, 0.7658038
5, 3085223, 0.7604742
6, 1276800, 0.7486507
7, 3062014, 0.7310944
8, 2876698, 0.7279964
9, 1257651, 0.712705
10, 2741488, 0.68811566
11, 3777376, 0.6866693
12, 2783053, 0.6824987
13, 2993722, 0.6654964
14, 3436637, 0.66154605
15, 2774533, 0.6592162
16, 2828091, 0.65805227
17, 3610459, 0.6463396
18, 3415813, 0.63998777
19, 3233373, 0.6391708
20, 2974995, 0.63829786
21, 3702368, 0.63151896
22, 2644295, 0.6266432
23, 3079651, 0.61864215
24, 2740244, 0.6180711
25, 3350193, 0.6173922
26, 2851150, 0.61721146
27, 3632018, 0.6091592
28, 3849794, 0.60601074
29, 2732101, 0.6047272
30, 2958032, 0.6036752
31, 3133999, 0.6033764
32, 1413549, 0.60018146
33, 1459933, 0.59694326
34, 3804820, 0.594242
35, 2572046, 0.5928134
36, 3609679, 0.5922871
37, 3463044, 0.59006625
38, 3099512, 0.58961046
39, 3176209, 0.5890276
40, 3276037, 0.5869115
41, 3162766, 0.58654124
42, 3114546, 0.5848225
43, 3868699, 0.5789079
44, 3309207, 0.5750454
45, 3838836, 0.5682459
46, 2974228, 0.56701267
47, 3420500, 0.5628507
48, 3700969, 0.5613148
49, 3542889, 0.55970854
50, 3163220, 0.5579486
51, 3465000, 0.5541202
52, 3488388, 0.55160034
53, 3522406, 0.55068296
54, 3797049, 0.5495723
55, 2862513, 0.5492755
56, 3338242, 0.5491689
57, 1892149, 0.5454862
58, 2776156, 0.5442207
59, 3874979, 0.53806394
60, 3655108, 0.53732765
61, 3429833, 0.53714913
62, 2876703, 0.53585196
63, 3139879, 0.5344304
64, 2365966, 0.53188705
65, 3081356, 0.5307944
66, 3446142, 0.53066075
67, 3409955, 0.530513
68, 3190518, 0.528437
69, 3826012, 0.52669495
70, 3764714, 0.52613837
71, 3527895, 0.5257856
72, 3758738, 0.524232
73, 3649217, 0.52345383
74, 2822332, 0.52089065
75, 2740138, 0.52012664
76, 3587910, 0.51797163
77, 3522346, 0.5167211
78, 2918823, 0.5159562
79, 3782346, 0.5157591
80, 3445096, 0.5155341
81, 3037981, 0.51455986
82, 3633019, 0.51215374
83, 3259402, 0.510974
84, 2799065, 0.5107531
85, 2900079, 0.508908
86, 3177592, 0.5086711
87, 3321943, 0.5079167
88, 3837657, 0.5074802
89, 3141809, 0.5056883
90, 3277043, 0.50566494
91, 2646690, 0.50444865
92, 3628469, 0.50376886
93, 2515635, 0.50249153
94, 3117630, 0.5020712
95, 2946718, 0.5015942
96, 2615763, 0.5008145
97, 3232565, 0.49986443
98, 3132697, 0.49846113
99, 3559119, 0.49812692
100, 2908369, 0.49785504
