rank, pmcid, score
1, 2691651, 0.810529
2, 3572695, 0.74600583
3, 3047687, 0.6561021
4, 2687574, 0.635591
5, 3434906, 0.613913
6, 2651898, 0.60380524
7, 3634261, 0.60026205
8, 3141696, 0.5849242
9, 3844841, 0.55507255
10, 2740144, 0.55031085
11, 3170356, 0.54389954
12, 3333466, 0.5373297
13, 3101789, 0.53458095
14, 3466864, 0.53433084
15, 2726538, 0.525974
16, 3550423, 0.5188518
17, 3562163, 0.51508576
18, 3277481, 0.51149577
19, 3599449, 0.50921434
20, 3327834, 0.5066704
21, 3510780, 0.5065234
22, 3518717, 0.5017624
23, 2777240, 0.49746346
24, 2896577, 0.49669874
25, 3248587, 0.49665406
26, 3205365, 0.49642852
27, 2637837, 0.49499974
28, 3649218, 0.49293044
29, 2868875, 0.49176612
30, 3623784, 0.49136296
31, 2245957, 0.48978782
32, 3521621, 0.48966908
33, 3587677, 0.48867446
34, 3118206, 0.48798493
35, 2955573, 0.48232722
36, 3789620, 0.47973642
37, 3548361, 0.47971913
38, 3130464, 0.47734877
39, 3437617, 0.47201535
40, 3833587, 0.46377745
41, 3400884, 0.4619229
42, 3619046, 0.4606046
43, 3646487, 0.45909986
44, 2823045, 0.4577669
45, 3521823, 0.45760077
46, 3044554, 0.4575241
47, 3083816, 0.45706224
48, 3652182, 0.45592958
49, 3649080, 0.45559147
50, 3510933, 0.45310074
51, 3249600, 0.4521289
52, 3205498, 0.44555083
53, 2917397, 0.44491416
54, 3150839, 0.44463286
55, 2744771, 0.44348577
56, 2906497, 0.44333395
57, 3347841, 0.4410712
58, 3675312, 0.44067475
59, 2782168, 0.43866205
60, 3725358, 0.43853062
61, 3405157, 0.438055
62, 2827076, 0.4364834
63, 3625882, 0.43627983
64, 3639082, 0.43577966
65, 2905585, 0.43295562
66, 3309217, 0.43266588
67, 3701400, 0.4314386
68, 1087206, 0.43011078
69, 3515923, 0.42993653
70, 3102586, 0.42984596
71, 2988808, 0.429541
72, 3143959, 0.42901346
73, 2931410, 0.42882907
74, 3420585, 0.42721063
75, 3023754, 0.4267626
76, 2329636, 0.4267462
77, 2854936, 0.42663553
78, 3614750, 0.42569658
79, 3214863, 0.4245415
80, 3575960, 0.4238477
81, 3607977, 0.4231645
82, 3291453, 0.42248863
83, 3342739, 0.42056516
84, 2572041, 0.4201753
85, 2045103, 0.41751802
86, 3054235, 0.41747382
87, 3242027, 0.4140766
88, 1824747, 0.41350067
89, 3495893, 0.41285703
90, 3451750, 0.41101435
91, 3682897, 0.40950173
92, 3295713, 0.40894452
93, 3608039, 0.4081685
94, 3270925, 0.4079722
95, 1434765, 0.40633997
96, 2783065, 0.40626737
97, 3390080, 0.40590015
98, 3003678, 0.40461978
99, 3504246, 0.40418053
100, 3021290, 0.40389985
