pmcid	relevancy	score
2817938.0	2.0	0.08308717
2643104.0	2.0	0.09818416
2322920.0	2.0	0.09368891
3095556.0	2.0	0.06554375
2727882.0	2.0	0.066962264
1566965.0	2.0	0.061597258
3102469.0	2.0	0.16714942
493281.0	2.0	0.1004337
2971725.0	2.0	0.077957794
517940.0	2.0	0.105277255
3132720.0	2.0	0.04888086
2909499.0	2.0	0.073268704
3657072.0	2.0	0.093577564
2948330.0	2.0	0.07397695
2895897.0	2.0	0.14370863
3411311.0	2.0	0.10889588
2971740.0	2.0	0.06800674
1781939.0	2.0	0.048871506
3431956.0	2.0	0.06721908
1661644.0	2.0	0.058917988
3809875.0	2.0	0.18411528
2971719.0	2.0	0.09786301
2267483.0	2.0	0.037985194
3513203.0	2.0	0.109063916
1524743.0	2.0	0.098444596
3034724.0	2.0	0.1378303
2040183.0	2.0	0.10862433
2728188.0	2.0	0.12286868
2685263.0	2.0	0.1375726
3186889.0	2.0	0.07866868
2766835.0	2.0	0.15746245
1184084.0	2.0	0.080743246
2329635.0	2.0	0.14451908
3139257.0	2.0	0.12695211
2940796.0	2.0	0.08273667
1298328.0	2.0	0.101831354
2267485.0	2.0	0.086006835
3139264.0	2.0	0.1866326
3546323.0	2.0	0.1367272
1936264.0	2.0	0.13009049
2703233.0	2.0	0.08430903
2050627.0	2.0	0.09104675
2947011.0	2.0	0.04920147
3296386.0	2.0	0.07951511
3869728.0	2.0	0.12423878
1936260.0	2.0	0.084079556
3648838.0	2.0	0.15240543
2685267.0	2.0	0.06756188
2990904.0	2.0	0.14925994
2613968.0	2.0	0.16317913
3273686.0	2.0	0.10558345
2248794.0	2.0	0.12629461
3169776.0	2.0	0.08931734
2931762.0	2.0	0.09622104
2682380.0	2.0	0.090543635
517502.0	2.0	0.11874164
2546467.0	2.0	0.060734138
3276006.0	2.0	0.20606212
2699644.0	2.0	0.122297294
2277453.0	2.0	0.06263664
2544368.0	2.0	0.066769496
2714827.0	2.0	0.0612123
3135990.0	2.0	0.05655354
2899785.0	2.0	0.11631345
1609173.0	2.0	0.080117665
3309219.0	2.0	0.0682101
3817709.0	2.0	0.061606124
3879247.0	2.0	0.11985986
