pmcid	relevancy	score
3219018.0	2.0	0.059350833
3224471.0	2.0	0.17191777
2686975.0	1.0	0.088758215
2228383.0	2.0	0.08223901
3661928.0	1.0	0.11555257
3689004.0	2.0	0.15660432
2750143.0	2.0	0.10220479
3521774.0	2.0	0.19317943
3218965.0	2.0	0.16365787
2944247.0	2.0	0.16010578
3682250.0	2.0	0.12735507
3682302.0	2.0	0.10700121
137249.0	2.0	0.10474867
2755787.0	2.0	0.0921402
2759914.0	2.0	0.095405586
3597913.0	2.0	0.10438418
3257034.0	2.0	0.031032188
3851869.0	2.0	0.118914984
2799007.0	1.0	0.122116536
2575565.0	2.0	0.055486023
2717442.0	2.0	0.09730042
3108768.0	2.0	0.27060208
3519588.0	2.0	0.15298492
3546087.0	2.0	0.10305785
3219287.0	2.0	0.2125623
3483834.0	2.0	0.1110902
2995900.0	2.0	0.13192672
3226299.0	2.0	0.08931246
3290847.0	2.0	0.11941662
3692142.0	2.0	0.08652847
2799065.0	1.0	0.12883638
3663224.0	1.0	0.10410143
3841504.0	2.0	0.13033947
2206519.0	2.0	0.111019574
3354405.0	2.0	0.16320889
3484552.0	2.0	0.13902903
2631222.0	2.0	0.11829774
3199906.0	2.0	0.14919204
3576734.0	2.0	0.15341704
3363766.0	1.0	0.13996921
3845336.0	2.0	0.14084843
2246223.0	2.0	0.108379014
3474147.0	2.0	0.12249345
1550961.0	2.0	0.09886343
1175926.0	2.0	0.07481808
3219034.0	1.0	0.1229883
3546089.0	2.0	0.032222282
2575584.0	2.0	0.10532595
3507390.0	2.0	0.16159275
125311.0	1.0	0.09457445
3672626.0	2.0	0.1503844
3116003.0	2.0	0.13460292
3205656.0	2.0	0.13474666
3580664.0	2.0	0.11606601
3333660.0	1.0	0.103652544
2206446.0	2.0	0.10320214
2794498.0	1.0	0.09964708
3387614.0	2.0	0.116113774
3549924.0	1.0	0.12460126
3310988.0	1.0	0.1815506
3043756.0	2.0	0.10000188
2888325.0	2.0	0.10984613
3886265.0	2.0	0.12445989
2688343.0	2.0	0.12685007
3387629.0	2.0	0.18883966
