pmcid	relevancy	score
2768636.0	1.0	0.05633268
3670530.0	2.0	0.34072965
2740158.0	1.0	0.20233655
3649654.0	2.0	0.1313523
3466839.0	1.0	0.19695383
3101789.0	1.0	0.13326405
2842962.0	1.0	0.034591246
2687574.0	1.0	0.16039287
3290188.0	2.0	0.21270771
3030049.0	1.0	0.22769862
3741700.0	1.0	0.07328683
2667400.0	2.0	0.20820154
3860641.0	1.0	0.040780276
3860639.0	1.0	0.11227138
2740058.0	1.0	0.14227979
3514812.0	1.0	0.12681438
2691519.0	1.0	0.07476345
2933643.0	1.0	0.028544929
3004514.0	1.0	0.20896006
3637401.0	1.0	0.086596064
3423657.0	1.0	0.16976584
3872241.0	1.0	0.06917771
3601223.0	1.0	0.0808032
