pmcid	relevancy	score
3598686.0	2.0	0.2754428
3284666.0	2.0	0.107685246
3413594.0	1.0	0.1297701
3534160.0	2.0	0.09050692
3264881.0	2.0	0.22177628
3425032.0	2.0	0.19119903
2170449.0	1.0	0.11638276
3734755.0	2.0	0.19391009
3891393.0	2.0	0.30100337
3057594.0	2.0	0.053852193
3758326.0	2.0	0.13665822
3564025.0	2.0	0.2275911
3289979.0	2.0	0.2579564
2246263.0	1.0	0.12111582
3212703.0	2.0	0.090750694
3035542.0	1.0	0.1108516
3564105.0	1.0	0.20815532
2828460.0	2.0	0.23664406
2687814.0	2.0	0.35918602
3809217.0	2.0	0.28578383
3888612.0	2.0	0.19029105
3235783.0	2.0	0.20817794
1156909.0	2.0	0.10013877
3469389.0	1.0	0.2017866
3094683.0	2.0	0.21806684
3466869.0	2.0	0.17253602
2646726.0	1.0	0.26472995
2790127.0	2.0	0.13685423
3315623.0	2.0	0.1212413
3838481.0	2.0	0.19801925
2831247.0	2.0	0.24074556
3292802.0	2.0	0.21778108
1852903.0	2.0	0.2825758
3163180.0	2.0	0.23486711
3569638.0	2.0	0.24712355
3090653.0	1.0	0.0973733
3490505.0	1.0	0.2599653
3808853.0	2.0	0.207097
3590129.0	2.0	0.1341105
2693867.0	1.0	0.12444687
3632492.0	2.0	0.39781198
2893369.0	2.0	0.15816748
3819682.0	2.0	0.18309107
2737781.0	2.0	0.16775726
3487198.0	2.0	0.17285359
3573789.0	2.0	0.26178038
3247765.0	1.0	0.29719597
3625593.0	2.0	0.2982651
3282974.0	2.0	0.22486201
3102615.0	2.0	0.22625431
3162786.0	2.0	0.31943655
3194761.0	2.0	0.30618662
3385618.0	2.0	0.2411991
2526417.0	2.0	0.3442209
2908435.0	2.0	0.22604804
2831897.0	1.0	0.2325705
2908875.0	2.0	0.24707875
3446097.0	2.0	0.35147172
2732452.0	1.0	0.10170568
3005218.0	2.0	0.3761231
3097588.0	2.0	0.31082362
