pmcid	relevancy	score
2424119.0	2.0	0.10374015
2709613.0	2.0	0.1114116
2811943.0	2.0	0.08167677
3500006.0	2.0	0.08978907
2556735.0	2.0	0.09870418
2447617.0	2.0	0.07221425
2517085.0	2.0	0.046583913
3162713.0	2.0	0.088521935
137370.0	2.0	0.07465635
2375967.0	2.0	0.06347065
3097575.0	2.0	0.10495017
2536546.0	2.0	0.12519819
3703898.0	2.0	0.08312122
3500013.0	2.0	0.06020775
2819256.0	2.0	0.073523745
1414023.0	2.0	0.074459076
2811919.0	2.0	0.075630285
2703212.0	2.0	0.15792787
1414004.0	2.0	0.0883445
2518379.0	2.0	0.083494596
3815000.0	2.0	0.18664418
3209993.0	2.0	0.05607441
3500003.0	2.0	0.14473993
3363371.0	2.0	0.07321116
2151894.0	2.0	0.057133067
3489798.0	2.0	0.07790252
2911700.0	2.0	0.088030286
