pmcid	relevancy	score
3870869.0	2.0	0.17748106
2546371.0	1.0	0.4855812
2998026.0	2.0	0.106658526
3627155.0	2.0	0.15530819
3891987.0	2.0	0.14387335
2475384.0	1.0	0.020808194
2821651.0	2.0	0.18950254
3015692.0	1.0	0.3618361
3673574.0	2.0	0.16654319
2442045.0	1.0	0.26798472
3261406.0	2.0	0.20929825
3016484.0	1.0	0.22826573
3016470.0	2.0	0.11438295
2575197.0	1.0	0.26723468
2546372.0	1.0	0.39516848
3030794.0	2.0	0.14004476
2245959.0	1.0	0.31015027
2736155.0	1.0	0.22289988
2659845.0	1.0	0.26516703
3183543.0	1.0	0.2651814
3113179.0	1.0	0.23466863
3015793.0	2.0	0.09100886
2385905.0	1.0	0.055182952
2740171.0	1.0	0.28636718
3191386.0	2.0	0.12494157
2726470.0	1.0	0.24729438
2478665.0	1.0	0.25654063
3630710.0	2.0	0.2087698
3783786.0	2.0	0.16353619
3015668.0	2.0	0.19964498
3015967.0	1.0	0.13895372
2365938.0	1.0	0.39849386
3015272.0	1.0	0.18244308
3015229.0	1.0	0.11386038
3625558.0	2.0	0.15680566
3729991.0	2.0	0.20389971
3729989.0	2.0	0.11206404
3015684.0	1.0	0.21995749
3015536.0	1.0	0.050741136
2449135.0	1.0	0.06388731
