pmcid	relevancy	score
3367620.0	1.0	0.021860775
1310615.0	1.0	0.049642235
2742899.0	1.0	0.034036484
2268742.0	2.0	0.035165228
2846934.0	2.0	0.018151095
3298317.0	1.0	0.014998065
2797745.0	2.0	0.10522937
3642086.0	2.0	0.10748021
2874428.0	2.0	0.06397101
3320390.0	2.0	0.20976861
3519073.0	2.0	0.1098888
2815959.0	1.0	0.018091641
2781142.0	2.0	0.090783104
2710506.0	1.0	0.1304315
3170745.0	2.0	0.018888585
3283561.0	2.0	0.04346153
2745658.0	2.0	0.01683544
2732448.0	1.0	0.01939916
3424805.0	2.0	0.06495492
1431525.0	1.0	0.03129362
2731168.0	1.0	0.037616227
1184074.0	1.0	0.03326213
1282576.0	2.0	0.11515518
2135201.0	2.0	0.009207581
3614649.0	2.0	0.2087304
2958551.0	1.0	0.033281304
3347913.0	2.0	0.11264292
3410211.0	2.0	0.04679533
