pmcid	relevancy	score
3199906.0	2.0	0.14919204
3219018.0	2.0	0.059350833
3661928.0	1.0	0.11555257
1550961.0	2.0	0.09886343
1175926.0	2.0	0.07481808
1998881.0	2.0	0.07231686
2784403.0	2.0	0.1561685
2944247.0	2.0	0.16010578
3310988.0	1.0	0.1815506
3333660.0	1.0	0.103652544
3886265.0	2.0	0.12445989
2799007.0	1.0	0.122116536
3580664.0	2.0	0.11606601
3519588.0	2.0	0.15298492
3387629.0	2.0	0.18883966
3857284.0	2.0	0.152035
2246223.0	2.0	0.108379014
3219034.0	1.0	0.1229883
3682250.0	2.0	0.12735507
3219003.0	1.0	0.14372773
2756346.0	2.0	0.1349952
2228383.0	2.0	0.08223901
3663224.0	1.0	0.10410143
3484552.0	2.0	0.13902903
3845336.0	2.0	0.14084843
3507390.0	2.0	0.16159275
3682238.0	2.0	0.21039662
2933117.0	2.0	0.08952316
2575599.0	2.0	0.1273269
3534058.0	2.0	0.108179614
2825552.0	2.0	0.08126861
3672626.0	2.0	0.1503844
3354405.0	2.0	0.16320889
3851869.0	2.0	0.118914984
2717442.0	2.0	0.09730042
2686975.0	1.0	0.088758215
3744706.0	2.0	0.1956086
3205656.0	2.0	0.13474666
3546089.0	2.0	0.032222282
3576734.0	2.0	0.15341704
3363766.0	1.0	0.13996921
125311.0	1.0	0.09457445
3474147.0	2.0	0.12249345
3409957.0	2.0	0.16468273
3387587.0	2.0	0.066771485
2755787.0	2.0	0.0921402
2750143.0	2.0	0.10220479
3219287.0	2.0	0.2125623
2995900.0	2.0	0.13192672
3351253.0	2.0	0.22256643
3483834.0	2.0	0.1110902
3257034.0	2.0	0.031032188
3549924.0	1.0	0.12460126
3682302.0	2.0	0.10700121
3224471.0	2.0	0.17191777
2688343.0	2.0	0.12685007
2799065.0	1.0	0.12883638
2888325.0	2.0	0.10984613
3597913.0	2.0	0.10438418
3108768.0	2.0	0.27060208
3218965.0	2.0	0.16365787
2575584.0	2.0	0.10532595
3387614.0	2.0	0.116113774
3043756.0	2.0	0.10000188
3290847.0	2.0	0.11941662
