pmcid	relevancy	score
2797745.0	2.0	0.14881681
3424805.0	2.0	0.09186014
3519073.0	2.0	0.15540625
3614649.0	2.0	0.29518935
2874428.0	2.0	0.090468675
3071360.0	1.0	0.042771176
3283561.0	2.0	0.061463892
3642086.0	2.0	0.15199998
2732448.0	1.0	0.027434554
3410211.0	2.0	0.0661786
2135201.0	2.0	0.013021485
3367620.0	1.0	0.030915804
3170745.0	2.0	0.026712492
3294322.0	2.0	0.026542308
3347913.0	2.0	0.15930116
1184074.0	1.0	0.047039755
2745658.0	2.0	0.023808908
2781142.0	2.0	0.12838669
2815959.0	1.0	0.025585445
3135331.0	1.0	0.059156645
1310615.0	1.0	0.07020473
3374424.0	2.0	0.05859404
2656546.0	2.0	0.1500918
2268742.0	2.0	0.049731143
2742899.0	1.0	0.048134856
2958551.0	1.0	0.047066864
3289591.0	1.0	0.025982438
1431525.0	1.0	0.044255864
