pmcid	relevancy	score
2726540.0	2.0	0.1818425
3019596.0	2.0	0.38105354
3340954.0	1.0	0.15973723
2908674.0	2.0	0.53019786
2806401.0	2.0	0.26054358
3282101.0	1.0	0.05892706
2954974.0	2.0	0.06649549
3148597.0	2.0	0.28791422
2963121.0	2.0	0.26019338
3516685.0	1.0	0.1478188
2649930.0	2.0	0.23437048
3205779.0	2.0	0.20621544
3205660.0	2.0	0.36218256
3628456.0	2.0	0.35665146
2737761.0	2.0	0.19493188
3052620.0	1.0	0.3479301
3873172.0	1.0	0.2014763
3015424.0	2.0	0.08803511
2884455.0	2.0	0.8289677
3430087.0	2.0	0.44980532
3369119.0	1.0	0.48629874
3719296.0	1.0	0.40542817
2767137.0	2.0	0.36252186
2930290.0	1.0	0.23449112
2848680.0	1.0	0.105038635
3214510.0	1.0	0.18443716
2800936.0	2.0	0.2936171
3361201.0	2.0	0.391008
2921813.0	2.0	0.17244697
2782204.0	1.0	0.13098949
3444845.0	1.0	0.2935256
2713849.0	2.0	0.20733394
2791738.0	2.0	0.14598207
2729468.0	2.0	0.1923631
2718206.0	1.0	0.2377096
3021277.0	2.0	0.16408508
2766886.0	2.0	0.4521359
2878686.0	1.0	0.19088784
3583074.0	2.0	0.10668895
3016001.0	1.0	0.19325703
2672247.0	1.0	0.16157632
3015487.0	1.0	0.15767476
2700671.0	1.0	0.12761803
1208937.0	2.0	0.1443133
3015759.0	1.0	0.20332989
2970786.0	1.0	0.11082545
2700241.0	2.0	0.24558122
2778945.0	2.0	0.1725765
2709639.0	1.0	0.13556775
3002375.0	2.0	0.12366462
3646223.0	1.0	0.15572219
2938513.0	1.0	0.27013057
1784608.0	1.0	0.17849714
2963752.0	2.0	0.31373796
2990894.0	2.0	0.23377691
3014817.0	2.0	0.33276573
3874942.0	1.0	0.13733393
2941598.0	2.0	0.29394257
2766875.0	2.0	0.15065773
3614797.0	1.0	0.3841815
3094260.0	2.0	0.2814474
3129104.0	2.0	0.18152706
2626783.0	2.0	0.18793578
2782171.0	1.0	0.14438763
3522359.0	1.0	0.27285248
3015570.0	1.0	0.04954044
3651717.0	1.0	0.1737021
2449186.0	2.0	0.17339067
3015918.0	2.0	0.09682743
2737786.0	1.0	0.23367964
2637889.0	1.0	0.07889545
2700683.0	2.0	0.27244222
2822794.0	1.0	0.13026805
3205541.0	2.0	0.21955407
