pmcid	relevancy	score
3872718.0	2.0	0.13238186
2755011.0	2.0	0.090637766
3198670.0	2.0	0.09852561
3683415.0	1.0	0.29277223
3249873.0	1.0	0.15478958
2887860.0	2.0	0.08507288
3356124.0	2.0	0.17999105
3375662.0	1.0	0.2501813
2712619.0	2.0	0.03210934
3408871.0	1.0	0.06254577
3830281.0	2.0	0.090014994
3296410.0	1.0	0.064924136
3872708.0	2.0	0.05965987
2770548.0	1.0	0.17489329
3461630.0	1.0	0.056774817
3544356.0	1.0	0.1618836
3205534.0	2.0	0.12904687
3475917.0	2.0	0.032888584
3683226.0	1.0	0.11573594
3510938.0	2.0	0.2195658
3183510.0	2.0	0.14861308
3529459.0	2.0	0.06742784
3277484.0	1.0	0.04881799
2825518.0	1.0	0.063488156
3193712.0	2.0	0.06628402
3476184.0	2.0	0.044062003
3779461.0	1.0	0.12839156
3356983.0	2.0	0.03333211
2752771.0	2.0	0.10335412
3510933.0	1.0	0.07664667
3146980.0	2.0	0.13412835
2668588.0	1.0	0.107177414
3420498.0	1.0	0.062805355
3429898.0	2.0	0.085411794
3598222.0	2.0	0.095602125
3806158.0	2.0	0.22283831
2977938.0	2.0	0.11957556
3119443.0	2.0	0.21230029
3562590.0	2.0	0.14423518
3125005.0	2.0	0.013718546
3663461.0	1.0	0.14940087
