pmcid	relevancy	score
3283561.0	2.0	0.061463892
3614649.0	2.0	0.29518935
3298317.0	1.0	0.021210466
3289591.0	1.0	0.025982438
3424805.0	2.0	0.09186014
2710506.0	1.0	0.184458
2958551.0	1.0	0.047066864
2803182.0	1.0	0.049990457
3374424.0	2.0	0.05859404
3135331.0	1.0	0.059156645
2732448.0	1.0	0.027434554
3071360.0	1.0	0.042771176
1310615.0	1.0	0.07020473
2781142.0	2.0	0.12838669
1431525.0	1.0	0.044255864
3410211.0	2.0	0.0661786
2797745.0	2.0	0.14881681
2656546.0	2.0	0.1500918
2874428.0	2.0	0.090468675
3294322.0	2.0	0.026542308
3347913.0	2.0	0.15930116
2742899.0	1.0	0.048134856
2135201.0	2.0	0.013021485
2731168.0	1.0	0.053197376
3642086.0	2.0	0.15199998
2268742.0	2.0	0.049731143
3519073.0	2.0	0.15540625
1282576.0	2.0	0.16285402
