pmcid	relevancy	score
3544356.0	1.0	0.106123365
3683415.0	1.0	0.19193146
2668588.0	1.0	0.07027361
3356983.0	2.0	0.022572791
2825518.0	1.0	0.041627638
3510933.0	1.0	0.050304346
3575245.0	2.0	0.060471643
3146980.0	2.0	0.08803041
3615941.0	1.0	0.09663098
2712619.0	2.0	0.021053309
3136076.0	2.0	0.055750187
3356124.0	2.0	0.118911795
2752771.0	2.0	0.06775543
3205534.0	2.0	0.08469536
2034102.0	2.0	0.03243657
3461630.0	1.0	0.037225865
3375662.0	1.0	0.16400723
3198670.0	2.0	0.06460085
3296410.0	1.0	0.044017393
3872708.0	2.0	0.04027945
3663461.0	1.0	0.09999305
2887860.0	2.0	0.05577899
3483691.0	2.0	0.08792627
3183510.0	2.0	0.09742383
2970787.0	1.0	0.38822073
3475917.0	2.0	0.021560227
3429898.0	2.0	0.056057025
3779461.0	1.0	0.08522895
3408871.0	1.0	0.041916937
3476218.0	2.0	0.031515818
3119443.0	2.0	0.13920009
2770548.0	1.0	0.11664221
3830281.0	2.0	0.059078176
2755011.0	2.0	0.061399497
2977938.0	2.0	0.07840105
3249873.0	1.0	0.10159069
3420498.0	1.0	0.041172273
3890907.0	2.0	0.090928115
3510938.0	2.0	0.14410427
3125005.0	2.0	0.008993243
3193712.0	2.0	0.043453537
