pmcid	relevancy	score
1602198.0	1.0	0.07196383
1175911.0	2.0	0.06783982
1282576.0	1.0	0.11769689
468908.0	1.0	0.06955854
3573171.0	2.0	0.16462412
3872384.0	2.0	0.08346529
3841536.0	2.0	0.13202532
2860403.0	1.0	0.047997218
3469224.0	1.0	0.057080824
1469559.0	1.0	0.042190842
2244628.0	1.0	0.19679764
2647177.0	1.0	0.036596168
3258820.0	2.0	0.20224236
2829621.0	1.0	0.17570244
3357009.0	2.0	0.186841
2767138.0	2.0	0.1538701
1464140.0	1.0	0.1560411
3767072.0	2.0	0.040337637
1987337.0	2.0	0.084447674
2206392.0	1.0	0.043982647
1550867.0	1.0	0.042437308
3249337.0	2.0	0.070645675
3607782.0	1.0	0.13983025
3325356.0	1.0	0.1451817
1180854.0	2.0	0.090254396
3724670.0	1.0	0.041329667
3445145.0	2.0	0.1834048
1781780.0	1.0	0.021598326
2769286.0	2.0	0.15551347
3405157.0	2.0	0.14727531
1989755.0	2.0	0.038316388
3409130.0	2.0	0.03853239
3368485.0	1.0	0.0315587
3718230.0	1.0	0.09049105
2567096.0	1.0	0.048140913
1065004.0	1.0	0.030629847
3719234.0	2.0	0.061560106
3789280.0	2.0	0.15452908
1940263.0	2.0	0.07002617
3064452.0	2.0	0.1449316
1414021.0	1.0	0.05736226
3600284.0	2.0	0.06285832
1097749.0	1.0	0.13770635
3039763.0	2.0	0.036651585
1524788.0	1.0	0.17344871
3053630.0	1.0	0.015804254
3876309.0	1.0	0.2089723
1751060.0	1.0	0.05612058
3830270.0	1.0	0.08346291
3679963.0	1.0	0.15678072
2906941.0	2.0	0.084273696
3161475.0	2.0	0.15226628
3108942.0	2.0	0.19392146
3713602.0	1.0	0.11877057
3445446.0	2.0	0.0324942
2627179.0	2.0	0.09362012
3606326.0	1.0	0.08904157
3784075.0	2.0	0.18629588
3391195.0	2.0	0.021916995
3629711.0	2.0	0.16588393
3775118.0	1.0	0.05370179
2598878.0	1.0	0.0032890884
2426673.0	1.0	0.107117094
3786976.0	1.0	0.03259851
1550946.0	1.0	0.07934505
1201178.0	1.0	0.17697917
3347843.0	2.0	0.098821595
1609165.0	2.0	0.038344994
3019007.0	2.0	0.12869121
3339806.0	1.0	0.101119705
2887806.0	2.0	0.128289
2876903.0	2.0	0.107176855
3684086.0	1.0	0.10190835
2222237.0	2.0	0.061676923
2020460.0	2.0	0.09657512
1824715.0	2.0	0.05917754
3671823.0	2.0	0.12170239
3463042.0	1.0	0.07731683
2876696.0	1.0	0.039346647
3484605.0	2.0	0.09532884
1413549.0	1.0	0.1203657
3373988.0	1.0	0.086643174
1464381.0	1.0	0.047232326
1064123.0	1.0	0.12418968
137223.0	1.0	0.034715958
1481515.0	1.0	0.1484649
3444002.0	2.0	0.056648687
2629964.0	2.0	0.22722656
3669617.0	2.0	0.11547499
2045103.0	2.0	0.13231203
2649145.0	1.0	0.06942468
3263087.0	1.0	0.13020061
3134172.0	2.0	0.0637578
3773459.0	1.0	0.25491133
3542887.0	1.0	0.059419185
3539053.0	2.0	0.07247672
3671115.0	2.0	0.088458344
3555588.0	2.0	0.18172942
3596662.0	2.0	0.17636377
3015225.0	1.0	0.087561496
1750965.0	1.0	0.07682039
3502108.0	1.0	0.2019759
3658220.0	1.0	0.1967355
3571887.0	2.0	0.03762073
3875701.0	2.0	0.22000143
