pmcid	relevancy	score
3192212.0	2.0	0.13733748
3108731.0	1.0	0.16404723
1488855.0	1.0	0.07329595
2848006.0	2.0	0.17081052
3148882.0	1.0	0.2134993
3299162.0	1.0	0.06381376
3328985.0	1.0	0.18006673
3214511.0	1.0	0.26479673
2853788.0	2.0	0.12573384
3468117.0	2.0	0.22000109
2830945.0	2.0	0.37151977
2678139.0	1.0	0.29569837
2374788.0	1.0	0.13162082
3438050.0	2.0	0.17569514
3101356.0	2.0	0.17185828
122079.0	2.0	0.18058656
3031281.0	1.0	0.1696201
3041043.0	1.0	0.1799765
3068583.0	2.0	0.25988227
2572586.0	1.0	0.059460785
3227160.0	2.0	0.2418236
3859883.0	1.0	0.25515077
1885440.0	2.0	0.14085339
3711740.0	2.0	0.18649648
3396109.0	1.0	0.12691216
2569193.0	2.0	0.10242584
2760525.0	1.0	0.08570477
2688143.0	1.0	0.10077766
3122091.0	1.0	0.18129939
3183690.0	2.0	0.20765299
3782364.0	1.0	0.062378418
3122097.0	1.0	0.23422872
3073909.0	2.0	0.16109864
3075160.0	1.0	0.27247414
2572068.0	2.0	0.27440912
3886912.0	2.0	0.17742655
3251528.0	1.0	0.10478769
2783077.0	2.0	0.2753745
2442959.0	1.0	0.04793987
3783828.0	2.0	0.2637986
2442981.0	2.0	0.18290113
3680866.0	2.0	0.16127537
3113153.0	2.0	0.20312913
3229087.0	1.0	0.15912326
2609891.0	2.0	0.087619595
3649156.0	2.0	0.23585275
1183200.0	1.0	0.22473338
3628469.0	2.0	0.27378145
2600825.0	2.0	0.15756473
3047832.0	1.0	0.137891
3806164.0	2.0	0.23884122
2821393.0	2.0	0.19652684
