pmcid	relevancy	score
3817709.0	2.0	0.08712421
3132720.0	2.0	0.06912797
1866224.0	2.0	0.079255536
1298328.0	2.0	0.14401129
2329635.0	2.0	0.20438085
2050627.0	2.0	0.12875955
3131985.0	2.0	0.15391469
2267483.0	2.0	0.05371918
2040183.0	2.0	0.15361801
2588091.0	2.0	0.1426341
493281.0	2.0	0.1420347
2727882.0	2.0	0.09469895
1184084.0	2.0	0.1141882
2971740.0	2.0	0.09617606
2703233.0	2.0	0.11923097
2895897.0	2.0	0.2032347
2248794.0	2.0	0.17860754
3296391.0	2.0	0.21416311
517502.0	2.0	0.16792604
2544368.0	2.0	0.09442633
3513203.0	2.0	0.15423967
1937001.0	2.0	0.23678735
3095556.0	2.0	0.09269287
3186889.0	2.0	0.11125432
2685263.0	2.0	0.19455703
3232638.0	2.0	0.10320373
1208898.0	2.0	0.09466578
2685267.0	2.0	0.09554693
3411311.0	2.0	0.15400201
2546467.0	2.0	0.08589105
126217.0	2.0	0.12658945
3657072.0	2.0	0.13233867
3139257.0	2.0	0.1795374
2899785.0	2.0	0.16449206
2566998.0	2.0	0.1082997
3549483.0	2.0	0.18859002
2940796.0	2.0	0.11700732
3809875.0	2.0	0.26037833
2971719.0	2.0	0.1383992
1936264.0	2.0	0.18397576
3869728.0	2.0	0.17570017
2714827.0	2.0	0.08656727
3169776.0	2.0	0.12631379
3296386.0	2.0	0.11245134
1566965.0	2.0	0.08711167
2612651.0	2.0	0.10325157
2277453.0	2.0	0.08858159
3309219.0	2.0	0.09646364
3431956.0	2.0	0.095062144
3139264.0	2.0	0.26393837
2289820.0	2.0	0.21889581
2728188.0	2.0	0.17376254
2643104.0	2.0	0.13885337
3273686.0	2.0	0.14931756
2817938.0	2.0	0.117502995
2697589.0	2.0	0.06996437
1609173.0	2.0	0.1133035
3082804.0	2.0	0.115601934
3102469.0	2.0	0.236385
3276006.0	2.0	0.2914158
2546475.0	2.0	0.24089852
3141385.0	2.0	0.093561344
2931762.0	2.0	0.13607709
2990904.0	2.0	0.21108544
2909499.0	2.0	0.1036176
2948330.0	2.0	0.104619205
1781939.0	2.0	0.06911475
517940.0	2.0	0.14888452
