pmcid	relevancy	score
2789586.0	2.0	0.032503396
2211766.0	2.0	0.099697754
3132697.0	1.0	0.030908512
2193846.0	2.0	0.029684054
165061.0	2.0	0.03261921
2856385.0	2.0	0.075121336
2592800.0	2.0	0.028505929
193724.0	2.0	0.03196458
3399342.0	2.0	0.045186304
3276790.0	1.0	0.079121694
1526638.0	2.0	0.054414585
3201107.0	2.0	0.058857977
3845485.0	1.0	0.052255176
3674621.0	2.0	0.087373674
3361854.0	1.0	0.039295115
3108200.0	2.0	0.042024095
3428170.0	1.0	0.0019340503
3262532.0	1.0	0.12345987
3407018.0	1.0	0.08645259
3019058.0	2.0	0.094683886
3263087.0	2.0	0.086582124
3793305.0	1.0	0.017973078
3551686.0	1.0	0.1043174
3241370.0	2.0	0.06364882
3240161.0	2.0	0.023425419
3839844.0	2.0	0.061710093
3331880.0	1.0	0.027295925
3239336.0	2.0	0.06662452
3863508.0	1.0	0.13434283
3674632.0	1.0	0.042628806
1574344.0	1.0	0.056069404
3042616.0	2.0	0.067271754
3827830.0	2.0	0.09486875
2779290.0	2.0	0.04091954
3561694.0	1.0	0.06846022
3196871.0	2.0	0.029619515
3099202.0	2.0	0.09306997
3751269.0	2.0	0.07352566
2833576.0	2.0	0.08343093
3512311.0	2.0	0.057326328
2722751.0	2.0	0.055899374
3589375.0	2.0	0.06071136
3616818.0	2.0	0.045666464
3632720.0	1.0	0.05759502
2214826.0	2.0	0.061537113
3834709.0	1.0	0.042039398
3546453.0	1.0	0.19649857
3459357.0	2.0	0.0229204
3227425.0	2.0	0.046322152
3413961.0	2.0	0.03203481
2981848.0	2.0	0.031858407
2592791.0	2.0	0.06652549
3804839.0	1.0	0.054659806
3327025.0	1.0	0.0914731
3177938.0	2.0	0.07024035
1526618.0	2.0	0.032231472
2206349.0	2.0	0.039276265
2732791.0	2.0	0.06443516
3194630.0	2.0	0.03873003
3667088.0	2.0	0.06461274
3465901.0	1.0	0.08029403
165035.0	2.0	0.031058855
2777903.0	2.0	0.0830038
3420570.0	2.0	0.0609293
3138087.0	2.0	0.07569279
3334060.0	2.0	0.070041284
3420510.0	1.0	0.12736134
3275113.0	1.0	0.063031584
2137255.0	1.0	0.02451834
1779435.0	2.0	0.054207303
3624107.0	2.0	0.037255354
3044791.0	2.0	0.067294165
3621239.0	2.0	0.08479034
1794505.0	2.0	0.088382915
3364667.0	2.0	0.06980084
1784079.0	1.0	0.039784838
2390549.0	1.0	0.112231605
1779408.0	2.0	0.041154403
2965916.0	2.0	0.05857943
2763717.0	1.0	0.0930083
3564269.0	2.0	0.11721751
3651279.0	2.0	0.078857526
1174953.0	2.0	0.06763587
1257422.0	1.0	0.037121214
3866685.0	2.0	0.11198762
3580530.0	2.0	0.041530572
3410306.0	2.0	0.08019721
3794566.0	2.0	0.068900906
3330312.0	1.0	0.020975476
3420725.0	1.0	0.07960778
3367406.0	2.0	0.05402335
2888204.0	2.0	0.02864197
3424871.0	1.0	0.06517039
3623899.0	2.0	0.08031576
2206021.0	2.0	0.05287301
2377340.0	2.0	0.046903424
3093930.0	2.0	0.0385503
3460634.0	2.0	0.028321275
3194612.0	2.0	0.118615806
2180666.0	2.0	0.046667226
1779422.0	2.0	0.063436754
3459702.0	1.0	0.07766808
3120985.0	2.0	0.095409945
3045886.0	1.0	0.10087793
3827532.0	2.0	0.037500918
3135110.0	1.0	0.071439885
3307463.0	2.0	0.07461095
3632719.0	2.0	0.045105092
3375451.0	1.0	0.05897849
1526641.0	2.0	0.011750402
1065341.0	2.0	0.071512364
3878216.0	1.0	0.09351908
2374473.0	2.0	0.06710752
3132014.0	2.0	0.07420088
3276022.0	1.0	0.07543429
2642852.0	2.0	0.033836138
2722012.0	2.0	0.06757766
3087414.0	2.0	0.0757924
2526068.0	2.0	0.076358154
3385850.0	2.0	0.033411294
3184045.0	2.0	0.031078886
2687656.0	2.0	0.1557669
3798352.0	2.0	0.049744673
1860058.0	1.0	0.013374473
3237274.0	2.0	0.08751502
1885430.0	1.0	0.024678873
3033530.0	2.0	0.019321121
2941754.0	2.0	0.06140297
3702711.0	2.0	0.08010802
2726506.0	2.0	0.050783586
2672233.0	2.0	0.02172265
2787270.0	2.0	0.034957893
3512775.0	2.0	0.090698525
3619043.0	2.0	0.0396463
2650979.0	2.0	0.10486104
3808756.0	2.0	0.14731911
