pmcid	relevancy	score
2576332.0	2.0	0.060103193
2677799.0	1.0	0.10359948
3015204.0	1.0	0.067600876
2581654.0	1.0	0.071769886
2759336.0	2.0	0.061799474
3690350.0	1.0	0.1343395
3100676.0	1.0	0.13922536
151666.0	2.0	0.08447408
3463813.0	1.0	0.092906564
3410003.0	2.0	0.07356677
2646658.0	1.0	0.07172691
3617350.0	1.0	0.046090677
3422616.0	1.0	0.12418177
3308023.0	1.0	0.12936723
1868710.0	1.0	0.056405593
3308020.0	1.0	0.11255599
3610658.0	1.0	0.05981729
1693557.0	2.0	0.030258957
3517431.0	1.0	0.10954582
2938459.0	1.0	0.032516997
3235940.0	1.0	0.07396209
3038533.0	1.0	0.11013378
3777834.0	1.0	0.14000362
2246031.0	2.0	0.055462915
1764752.0	1.0	0.035227187
2854938.0	2.0	0.13373885
3664367.0	2.0	0.14620356
2366066.0	2.0	0.11704918
3336236.0	1.0	0.082146026
3181915.0	2.0	0.11120886
1563447.0	1.0	0.07040238
3573064.0	1.0	0.10791801
2607544.0	2.0	0.025130147
3885824.0	1.0	0.07730567
3181816.0	1.0	0.032546718
3806583.0	1.0	0.12440993
2844408.0	1.0	0.14451525
2854356.0	2.0	0.14982423
3505356.0	2.0	0.10892108
2581659.0	1.0	0.10405793
3015177.0	2.0	0.038062617
3492138.0	1.0	0.034577463
3074332.0	1.0	0.11575295
3420744.0	1.0	0.07725078
3869913.0	1.0	0.10380372
3785512.0	1.0	0.12983511
3359427.0	1.0	0.13741265
3551238.0	1.0	0.103119284
2638813.0	2.0	0.16571514
2677798.0	2.0	0.09077619
2672014.0	2.0	0.049724594
2987858.0	2.0	0.12281091
3842089.0	1.0	0.10974362
3693614.0	1.0	0.1116033
3835463.0	2.0	0.10846361
3026935.0	2.0	0.13861272
3041901.0	1.0	0.08131094
2668559.0	2.0	0.1535593
2987955.0	1.0	0.08813717
3527175.0	2.0	0.18466748
3657692.0	2.0	0.05576353
3414089.0	1.0	0.13408922
3181814.0	1.0	0.043189052
1578577.0	1.0	0.060330454
1298325.0	1.0	0.039144766
2690857.0	2.0	0.10837807
2949589.0	2.0	0.123578735
3778250.0	1.0	0.10681913
3347756.0	1.0	0.08894582
3224521.0	1.0	0.06608204
2851297.0	1.0	0.049606334
3311149.0	1.0	0.16473593
3181713.0	2.0	0.031283844
3807715.0	1.0	0.14338617
3243637.0	1.0	0.11271043
2769430.0	1.0	0.07179695
3823986.0	1.0	0.05946659
2915796.0	1.0	0.04677634
3151599.0	1.0	0.09337436
3330267.0	1.0	0.084709816
1252727.0	1.0	0.080239154
2187197.0	1.0	0.010466637
2686928.0	1.0	0.16691372
3169556.0	2.0	0.020454258
3139171.0	1.0	0.0775476
2714061.0	2.0	0.076976344
3514380.0	1.0	0.065963276
1216331.0	1.0	0.0764291
2672188.0	2.0	0.14551708
3389956.0	2.0	0.12253573
3286330.0	1.0	0.10406383
3708448.0	1.0	0.2591761
1794627.0	1.0	0.07042308
3189782.0	2.0	0.025492677
2760719.0	1.0	0.08676357
2263063.0	1.0	0.05803287
1316067.0	2.0	0.06592602
2496988.0	1.0	0.09627194
3521923.0	2.0	0.10955893
3181848.0	2.0	0.057658285
3405324.0	1.0	0.061197042
2663463.0	2.0	0.09712345
2808512.0	1.0	0.05490846
3039167.0	1.0	0.09934694
3792504.0	1.0	0.05085554
1559621.0	2.0	0.048335716
2864151.0	2.0	0.1001197
1906781.0	1.0	0.07155689
2811980.0	2.0	0.22795713
3457973.0	1.0	0.109473914
3835584.0	1.0	0.10561401
3389871.0	1.0	0.14556503
2686868.0	2.0	0.154776
3087508.0	1.0	0.09970673
3087163.0	1.0	0.17176871
2773124.0	2.0	0.049405023
3818844.0	1.0	0.13593292
3586491.0	1.0	0.094457254
2860358.0	1.0	0.078006156
3597555.0	1.0	0.10302826
2718120.0	2.0	0.115061924
3310634.0	1.0	0.11861977
2811971.0	1.0	0.114611074
3514352.0	1.0	0.070490025
3718248.0	1.0	0.09832343
3850907.0	1.0	0.08314978
2706416.0	1.0	0.050814908
3622231.0	1.0	0.10536919
3845517.0	1.0	0.078913264
2683939.0	1.0	0.04949951
2547099.0	2.0	0.15600637
3340342.0	2.0	0.028921334
2944799.0	1.0	0.14758341
2749045.0	1.0	0.092481524
3885875.0	1.0	0.07090475
3860086.0	1.0	0.09818913
3433364.0	1.0	0.009118927
3269050.0	2.0	0.037885383
2442427.0	1.0	0.11373242
2759338.0	2.0	0.05863104
3776403.0	1.0	0.12961084
3286335.0	1.0	0.09625379
3735339.0	1.0	0.13009112
3292568.0	2.0	0.028302854
3160011.0	2.0	0.11248808
3655958.0	1.0	0.08096048
3325431.0	1.0	0.047942013
3500470.0	1.0	0.07885499
3868168.0	1.0	0.17160046
3238497.0	2.0	0.11616437
3039162.0	1.0	0.0282769
3296552.0	2.0	0.09281744
3087473.0	1.0	0.08527446
3841621.0	1.0	0.0706095
3506998.0	1.0	0.09843347
3430626.0	1.0	0.1683137
2661898.0	1.0	0.081769146
