abstract	body	pmcid	relevancy	title
0.5839018	0.5839018	3286741.0	1.0	0.5839018
0.2858408	0.2858408	3881926.0	1.0	0.2858408
0.2478451	0.2478451	2818151.0	1.0	0.2478451
0.12703933	2.1950345	3068125.0	1.0	0.12703933
0.115388945	0.115388945	3149991.0	1.0	0.115388945
3.5368917	3.2728546	1164411.0	2.0	0.10220611
0.269743	0.269743	2981839.0	1.0	0.269743
0.12622124	0.12622124	3856262.0	1.0	0.12622124
0.37440625	0.37440625	3848543.0	1.0	0.37440625
0.23360398	0.23360398	3731514.0	1.0	0.23360398
0.07145107	0.07145107	3560802.0	1.0	0.07145107
0.13548039	0.13548039	2377088.0	1.0	0.13548039
0.21635774	2.3047528	3851139.0	1.0	0.21635774
0.22183725	0.22183725	3410368.0	2.0	0.22183725
0.08686168	0.08686168	3157405.0	1.0	0.08686168
4.4056525	4.0327716	2923788.0	1.0	0.23012699
0.33161804	0.33161804	3523539.0	1.0	0.33161804
0.2815025	0.2815025	3257138.0	1.0	0.2815025
0.22526395	0.22526395	2839999.0	1.0	0.22526395
0.19916244	0.19916244	2735811.0	1.0	0.19916244
4.4383373	4.966237	3118379.0	1.0	7.762681
0.44562897	0.44562897	3493301.0	2.0	0.44562897
0.32368168	0.32368168	3395314.0	2.0	0.32368168
0.1647159	3.3603675	2843649.0	1.0	0.1647159
0.33876932	0.33876932	2409350.0	1.0	0.33876932
0.40128088	0.40128088	3124030.0	1.0	0.40128088
0.0921525	2.1312873	3529315.0	1.0	0.0921525
5.5029426	3.720665	3625595.0	1.0	0.2876472
0.1427093	0.1427093	3759916.0	1.0	0.1427093
0.082869455	2.986681	3233461.0	1.0	0.082869455
0.22155294	2.7052906	2518080.0	1.0	0.22155294
0.014790657	0.014790657	2009205.0	1.0	0.014790657
0.35158733	3.8789864	3098790.0	1.0	0.35158733
0.17794628	2.6681507	3077743.0	2.0	0.17794628
0.1385472	2.837629	2788474.0	2.0	0.1385472
0.2954487	0.2954487	2988858.0	1.0	0.2954487
0.30425125	0.30425125	3281354.0	1.0	0.30425125
0.05606467	0.05606467	2174811.0	1.0	0.05606467
0.56098396	4.312034	3175197.0	1.0	0.56098396
0.0913972	0.0913972	2364167.0	2.0	0.0913972
3.2416742	2.0904424	2045078.0	1.0	0.0371804
4.105357	2.9129546	3852475.0	1.0	0.15152623
0.17059729	0.17059729	2542395.0	2.0	0.17059729
0.23209031	0.23209031	3829387.0	1.0	0.23209031
0.16749856	0.16749856	3016168.0	1.0	0.16749856
0.23976666	0.23976666	3371901.0	1.0	0.23976666
0.29264653	0.29264653	3224925.0	2.0	0.29264653
4.609577	3.0632267	3876602.0	1.0	0.20567697
0.34649903	3.2120314	3286557.0	1.0	0.34649903
5.0287957	4.5125217	3678072.0	1.0	0.3457177
0.18977745	0.18977745	3797933.0	1.0	0.18977745
0.2866246	0.2866246	2691665.0	2.0	0.2866246
0.012984416	0.012984416	2033331.0	1.0	0.012984416
0.1730561	0.1730561	3015622.0	1.0	0.1730561
0.12621164	0.12621164	3245898.0	2.0	0.12621164
0.23178868	0.23178868	2729239.0	1.0	0.23178868
0.4097889	0.4097889	3141699.0	1.0	0.4097889
0.044190437	0.044190437	3667021.0	1.0	0.044190437
0.03531398	0.03531398	3134184.0	1.0	0.03531398
0.32422522	3.0902321	3319995.0	1.0	0.32422522
0.28985426	0.28985426	1619718.0	1.0	0.28985426
0.13049033	0.13049033	3343155.0	1.0	0.13049033
0.22025724	4.0152836	2453007.0	1.0	0.22025724
0.36075494	3.4160495	2837058.0	1.0	0.36075494
4.334188	4.108884	3694451.0	1.0	0.39841843
0.021027552	0.021027552	2377048.0	1.0	0.021027552
0.17896874	0.17896874	2488397.0	1.0	0.17896874
0.2864663	0.2864663	3731471.0	1.0	0.2864663
0.32736334	0.32736334	3661963.0	2.0	0.32736334
0.5008224	0.5008224	2912863.0	1.0	0.5008224
0.30774635	0.30774635	3630306.0	1.0	0.30774635
0.1284435	4.6921453	3272625.0	1.0	0.1284435
0.27878726	4.226112	3130970.0	2.0	0.27878726
0.1176193	3.2476704	3021307.0	1.0	0.1176193
0.23584355	0.23584355	3515435.0	2.0	0.23584355
0.3351408	0.3351408	2840014.0	2.0	0.3351408
