pmcid	relevancy	score
2592791.0	2.0	0.09998678
3512775.0	2.0	0.13328585
1779377.0	1.0	0.069240816
3194630.0	2.0	0.059205566
3420725.0	1.0	0.119059145
2789586.0	2.0	0.04968708
3816272.0	2.0	0.07228027
3135110.0	1.0	0.10451581
3184045.0	2.0	0.043142945
2374473.0	2.0	0.101724856
3512311.0	2.0	0.08513682
2206021.0	2.0	0.078825265
3262772.0	2.0	0.06674567
3395176.0	1.0	0.08804172
3033530.0	2.0	0.028212635
2193634.0	1.0	0.034893595
3667088.0	2.0	0.0945836
3413961.0	2.0	0.045803715
3364667.0	2.0	0.10276909
3263087.0	2.0	0.13030371
1065341.0	2.0	0.106981225
1257422.0	1.0	0.05652572
1885430.0	1.0	0.035156555
3465901.0	1.0	0.11979321
2687656.0	2.0	0.23448153
1779422.0	2.0	0.09259258
3424871.0	1.0	0.096685514
3863508.0	1.0	0.1960081
1936358.0	1.0	0.041763008
3240161.0	2.0	0.03537278
3459357.0	2.0	0.032753255
3459702.0	1.0	0.11729155
3331880.0	1.0	0.039225597
2377340.0	2.0	0.06808838
2374470.0	2.0	0.08987513
2642852.0	2.0	0.049992535
2987328.0	1.0	0.17369108
3410306.0	2.0	0.12054946
3420510.0	1.0	0.18839069
3845485.0	1.0	0.07762193
3616818.0	2.0	0.06786625
3798352.0	2.0	0.07445057
3561694.0	1.0	0.102849156
3177938.0	2.0	0.10439629
3820835.0	2.0	0.07678074
3407018.0	1.0	0.1303842
2722012.0	2.0	0.100102104
3624107.0	2.0	0.056948896
2180666.0	2.0	0.071338944
2888204.0	2.0	0.041338515
2211766.0	2.0	0.1499405
2722751.0	2.0	0.08241584
3093930.0	2.0	0.058172952
3395333.0	1.0	0.053942494
2787270.0	2.0	0.05170861
3794566.0	2.0	0.102272116
3674621.0	2.0	0.13225475
3138087.0	2.0	0.11396269
3275113.0	1.0	0.094246596
165061.0	2.0	0.04986204
3241370.0	2.0	0.092881314
3224515.0	1.0	0.11708542
2598825.0	2.0	0.018365994
3132017.0	2.0	0.13434152
3295660.0	1.0	0.091289446
2650979.0	2.0	0.15784651
2188548.0	2.0	0.018574364
3399342.0	2.0	0.0688067
3087414.0	2.0	0.113236785
2672233.0	2.0	0.033196744
3546453.0	1.0	0.29465467
3751269.0	2.0	0.111536086
3120985.0	2.0	0.1418387
3437177.0	2.0	0.06994698
2656253.0	2.0	0.02343668
1779408.0	2.0	0.061730575
3745888.0	1.0	0.12164879
3367406.0	2.0	0.081607826
2965916.0	2.0	0.08726046
3834709.0	1.0	0.06401481
2214826.0	2.0	0.09229257
3334060.0	2.0	0.10372317
3239336.0	2.0	0.10039827
1779374.0	1.0	0.08019336
3866685.0	2.0	0.16687843
3045886.0	1.0	0.15189695
3308098.0	2.0	0.057403855
3615941.0	2.0	0.09686467
3551686.0	1.0	0.15609045
3564269.0	2.0	0.17006129
3428170.0	1.0	0.0026940205
3878216.0	1.0	0.13740838
3276790.0	1.0	0.11899201
1784079.0	1.0	0.058940608
3827830.0	2.0	0.14339173
2833576.0	2.0	0.12706631
2941754.0	2.0	0.08915161
3460634.0	2.0	0.042182274
3330312.0	1.0	0.030730894
1779435.0	2.0	0.08153201
2807152.0	2.0	0.13196833
3201107.0	2.0	0.08694924
3623899.0	2.0	0.118166514
3227425.0	2.0	0.06981869
2206349.0	2.0	0.05981823
2193846.0	2.0	0.04400595
3702711.0	2.0	0.11747981
3580530.0	2.0	0.061599266
2732791.0	2.0	0.09847037
3827532.0	2.0	0.055408165
2726506.0	2.0	0.075043224
3019058.0	2.0	0.14210296
3276022.0	1.0	0.11399654
3651279.0	2.0	0.11744248
3237274.0	2.0	0.13096058
1526641.0	2.0	0.017957065
3808756.0	2.0	0.22106224
3099202.0	2.0	0.1390478
3589375.0	2.0	0.092050254
3621239.0	2.0	0.12961675
3420570.0	2.0	0.0912814
2738311.0	2.0	0.16810796
3674632.0	1.0	0.06516553
3044791.0	2.0	0.10175282
3307463.0	2.0	0.1127262
3361854.0	1.0	0.05883326
3616816.0	2.0	0.09506089
3108200.0	2.0	0.06325774
3132697.0	1.0	0.045879763
3632720.0	1.0	0.08452019
1860058.0	1.0	0.019684501
2763717.0	1.0	0.13750151
3317086.0	1.0	0.09330893
193724.0	2.0	0.047730137
1459118.0	2.0	0.1655803
2981848.0	2.0	0.046603642
