pmcid	relevancy	score
3616310.0	2.0	0.061422806
3041782.0	2.0	0.02612594
1382235.0	2.0	0.056698482
3134320.0	2.0	0.015532545
1140938.0	2.0	0.09674137
3140027.0	2.0	0.010073694
3166263.0	2.0	0.023113405
1281279.0	1.0	0.022806702
3504208.0	2.0	0.089036845
2778562.0	2.0	0.064486414
3352226.0	2.0	0.021646261
2768506.0	1.0	0.09351089
1151653.0	2.0	0.016026305
1513521.0	1.0	0.04926838
3539526.0	2.0	0.0684314
3256118.0	2.0	0.039235227
3018974.0	2.0	0.092382856
3129124.0	2.0	0.1061087
3614336.0	1.0	0.21010013
3425150.0	2.0	0.052427508
2882550.0	2.0	0.0069349012
2655275.0	2.0	0.008582253
3761349.0	2.0	0.017669972
3665256.0	2.0	0.021266684
3485864.0	2.0	0.15788168
3651609.0	1.0	0.09362357
3303894.0	2.0	0.023653911
3350179.0	2.0	0.109667756
2821392.0	1.0	0.013496095
2951033.0	1.0	0.06339877
101408.0	1.0	0.034020696
3830294.0	2.0	0.08730188
3632039.0	2.0	0.0575397
3079865.0	2.0	0.015428479
3625569.0	2.0	0.09893441
1280924.0	1.0	0.039319355
2734629.0	1.0	0.03340403
2584645.0	2.0	0.08140478
3637811.0	2.0	0.079491034
2595654.0	2.0	0.050867107
3354865.0	2.0	0.029819924
2138688.0	1.0	0.002600391
3811697.0	2.0	0.09584622
3363700.0	2.0	0.05913619
3608003.0	2.0	0.020040102
3246474.0	2.0	0.02245189
3349544.0	1.0	0.023810768
3689161.0	2.0	0.013648738
2704528.0	1.0	0.083314896
3169862.0	2.0	0.08971851
3565903.0	2.0	0.057858367
3506073.0	2.0	0.085556716
3198526.0	2.0	0.13261026
2686852.0	1.0	0.024563074
2583982.0	2.0	0.013509699
3603048.0	2.0	0.22266386
3871041.0	2.0	0.035529416
3141718.0	2.0	0.12624542
1513065.0	1.0	0.015472393
2527784.0	2.0	0.100950725
3683210.0	2.0	0.032172315
3508199.0	2.0	0.011211661
3095901.0	2.0	0.059025854
1278477.0	1.0	0.028927974
1431557.0	1.0	0.019590793
2589194.0	2.0	0.0045511224
1322287.0	1.0	0.027991408
3600204.0	1.0	0.022279419
3746228.0	2.0	0.14241508
3134260.0	2.0	0.08540838
3475014.0	2.0	0.009467906
3123561.0	2.0	0.0153372735
3680092.0	2.0	0.05806984
3113834.0	2.0	0.07786744
3643833.0	2.0	0.021611776
3836014.0	1.0	0.06436957
3224772.0	2.0	0.031329695
3031940.0	1.0	0.13724978
3693641.0	2.0	0.052849762
3542033.0	2.0	0.007890787
2120825.0	1.0	0.0049979077
3745863.0	2.0	0.123179406
2799413.0	1.0	0.073244475
3625010.0	1.0	0.028234914
3683229.0	2.0	0.049335536
1269460.0	2.0	0.0061158105
3212801.0	2.0	0.063880235
3156535.0	1.0	0.08783912
3230027.0	2.0	0.06865482
3626556.0	1.0	0.07032113
1269452.0	1.0	0.01371508
3342720.0	2.0	0.07700653
3420799.0	2.0	0.021962136
3425758.0	2.0	0.16988823
2741486.0	1.0	0.05641367
3494865.0	2.0	0.07445713
3108690.0	1.0	0.09626927
3401781.0	2.0	0.057552915
2700089.0	1.0	0.11258104
3514797.0	2.0	0.065213494
3104441.0	1.0	0.02661097
3425768.0	2.0	0.15782337
2989378.0	1.0	0.06866337
3402675.0	1.0	0.14128605
