abstract	body	pmcid	relevancy	title
0.19094586	1.9795849	3519588.0	2.0	0.17848492
0.17321439	0.17675641	3841504.0	2.0	0.16088502
0.15321755	0.1564324	3661928.0	1.0	0.14321873
0.13289729	0.13561489	3043756.0	2.0	0.12343769
0.11869161	0.12111872	3226299.0	2.0	0.110243164
0.041954122	0.04285378	3257034.0	2.0	0.038861416
0.12529361	0.12797993	125311.0	1.0	0.1173736
0.042821735	0.04369739	3546089.0	2.0	0.03977369
0.22264366	0.22741799	3409957.0	2.0	0.20623115
0.15382104	0.15672119	3387614.0	2.0	0.14235187
0.13097571	0.13378385	1550961.0	2.0	0.12269652
0.1794016	0.18307014	2756346.0	2.0	0.16663182
0.13952467	0.14251661	2206446.0	2.0	0.1292394
0.18659806	0.19059874	3845336.0	2.0	0.1748029
0.13965753	0.14258786	2575584.0	2.0	0.1305436
0.25913134	0.26401702	3744706.0	2.0	0.23981005
0.17217836	0.17587051	3682250.0	2.0	0.15948597
0.07357199	0.0751157	2575565.0	2.0	0.06877075
0.16921082	0.17267098	2575599.0	2.0	0.15716644
0.14358209	0.14666052	2246223.0	2.0	0.13450603
0.17888029	0.18253817	3116003.0	2.0	0.16614762
3.315333	1.641605	3219003.0	1.0	0.16795416
0.078696564	0.0803478	3219018.0	2.0	0.0735609
0.18923211	0.19328998	3363766.0	1.0	0.17528258
0.14219902	0.14510682	3682302.0	2.0	0.13207732
0.1583411	0.16166346	3290847.0	2.0	0.14800791
0.12239806	0.7635683	2794498.0	1.0	0.11466108
0.11870372	0.12119439	2933117.0	2.0	0.11095723
0.18418768	0.18813668	3484552.0	2.0	0.17254487
0.12889817	0.13132842	2717442.0	2.0	0.1192873
0.15424567	0.1573998	3580664.0	2.0	0.1432665
0.145518	0.14826162	2888325.0	2.0	0.13466793
0.12749769	1.5642841	3663224.0	1.0	0.118099004
0.09198542	0.093866415	3844534.0	2.0	0.085437916
0.147207	0.15029573	2206519.0	2.0	0.13760042
0.24544828	0.25071162	3310988.0	1.0	0.22735468
0.135519	0.1383625	2750143.0	2.0	0.12667516
0.14161551	0.14465229	137249.0	2.0	0.13117611
0.18553627	1.8343656	3199906.0	2.0	0.17170236
0.26451975	1.618782	3682238.0	2.0	0.24779904
0.08845513	0.09012286	3387587.0	2.0	0.08185976
0.2067872	1.7911975	3354405.0	2.0	0.19154358
0.11768944	0.120158836	2686975.0	1.0	0.11000914
0.13828968	0.14125463	3597913.0	2.0	0.12954818
0.1373204	0.14026456	3333660.0	1.0	0.12864015
0.2756012	2.3507237	3351253.0	2.0	0.2550519
0.23906422	1.7653556	3521774.0	2.0	0.22123918
0.108001746	0.110210255	2825552.0	2.0	0.1003142
0.12217379	0.124737285	2755787.0	2.0	0.11420085
0.13271904	1.4340035	3534058.0	2.0	0.12327211
0.25017753	0.25554135	3387629.0	2.0	0.2343634
0.16488628	0.16842148	3886265.0	2.0	0.15446354
0.15203328	0.4346493	2799007.0	1.0	0.14211176
0.19979772	1.5988226	3689004.0	2.0	0.18506931
0.23867473	0.24379194	3567877.0	2.0	0.22358772
0.26680905	1.7398859	3219287.0	2.0	0.2478176
0.11499183	0.11734328	3692142.0	2.0	0.10680673
0.18672659	1.761645	3672626.0	2.0	0.1749233
0.10929137	0.11152625	2228383.0	2.0	0.10151202
0.12666433	1.5494158	3546087.0	2.0	0.11722002
0.1289841	0.13175	2759914.0	2.0	0.119475834
0.15754032	0.160918	3851869.0	2.0	0.14758193
0.16845533	0.17206766	3549924.0	1.0	0.1560374
0.36584193	0.37368694	3108768.0	2.0	0.33887333
0.21846615	0.2231509	3507390.0	2.0	0.20236158
