pmcid	relevancy	score
1190209.0	2.0	0.15641667
3395692.0	2.0	0.21726987
2662423.0	2.0	0.14949605
3294402.0	2.0	0.11511427
2020466.0	2.0	0.16222492
3308704.0	2.0	0.12786354
2621393.0	2.0	0.19312781
3499992.0	2.0	0.14023902
2621421.0	2.0	0.14293607
2716359.0	2.0	0.04650184
3071276.0	2.0	0.15068121
3878349.0	2.0	0.083049
3294930.0	2.0	0.119473554
3810122.0	2.0	0.16515036
2671450.0	2.0	0.17178433
3719243.0	2.0	0.15660156
3581530.0	2.0	0.10945831
3002144.0	2.0	0.17770071
2632633.0	2.0	0.108013734
2771031.0	2.0	0.12496789
2048661.0	2.0	0.12819178
3695962.0	2.0	0.12758529
101408.0	2.0	0.08327016
3570914.0	2.0	0.12526944
3453493.0	2.0	0.17244118
2442721.0	2.0	0.14061072
3874601.0	2.0	0.1691036
3878108.0	2.0	0.13243008
1802871.0	2.0	0.11266488
3135562.0	2.0	0.10283802
2891813.0	2.0	0.28514257
2364524.0	2.0	0.06741061
3010999.0	2.0	0.11703842
3294539.0	2.0	0.1523396
3579948.0	2.0	0.20776103
1805504.0	2.0	0.14731728
3346948.0	2.0	0.17167705
3877878.0	2.0	0.13796753
545196.0	2.0	0.123062685
1784581.0	2.0	0.02791006
1564027.0	2.0	0.11054382
1308854.0	2.0	0.1463337
3659284.0	2.0	0.16817248
3348951.0	2.0	0.15673524
2993958.0	2.0	0.11318254
2817700.0	2.0	0.095788695
3121651.0	2.0	0.10710072
3064892.0	2.0	0.118969426
3062442.0	2.0	0.111351624
2500040.0	2.0	0.13172513
3329036.0	2.0	0.13442306
3581554.0	2.0	0.1271026
3673823.0	2.0	0.12924878
2277457.0	2.0	0.13884196
2878224.0	2.0	0.09420775
