pmcid	relevancy	score
1524788.0	1.0	0.17344871
1750965.0	1.0	0.07682039
3671115.0	2.0	0.088458344
3713602.0	1.0	0.11877057
3134172.0	2.0	0.0637578
2598878.0	1.0	0.0032890884
3019007.0	2.0	0.12869121
2737754.0	2.0	0.08719498
2672442.0	2.0	0.14584875
1602198.0	1.0	0.07196383
3789280.0	2.0	0.15452908
2767138.0	2.0	0.1538701
3273370.0	1.0	0.06979116
2647177.0	1.0	0.036596168
3767072.0	2.0	0.040337637
2876696.0	1.0	0.039346647
2576164.0	2.0	0.103619635
3542887.0	1.0	0.059419185
2700432.0	1.0	0.10604745
2206392.0	1.0	0.043982647
3671823.0	2.0	0.12170239
1064123.0	1.0	0.12418968
2627179.0	2.0	0.09362012
1824715.0	2.0	0.05917754
3064452.0	2.0	0.1449316
3784075.0	2.0	0.18629588
1781075.0	1.0	0.07613489
2887806.0	2.0	0.128289
3469224.0	1.0	0.057080824
3830270.0	1.0	0.08346291
3606326.0	1.0	0.08904157
3875701.0	2.0	0.22000143
3502108.0	1.0	0.2019759
1180854.0	2.0	0.090254396
3571887.0	2.0	0.03762073
2684304.0	2.0	0.057489336
468908.0	1.0	0.06955854
1097749.0	1.0	0.13770635
3684086.0	1.0	0.10190835
2829621.0	1.0	0.17570244
3718230.0	1.0	0.09049105
2920273.0	2.0	0.1491032
3573171.0	2.0	0.16462412
3673888.0	2.0	0.07596321
3391195.0	2.0	0.021916995
3888913.0	2.0	0.074232616
1414021.0	1.0	0.05736226
3053630.0	1.0	0.015804254
2649145.0	1.0	0.06942468
2868875.0	1.0	0.18736537
3445145.0	2.0	0.1834048
1989755.0	2.0	0.038316388
1679810.0	1.0	0.056509998
3786976.0	1.0	0.03259851
3658220.0	1.0	0.1967355
3596662.0	2.0	0.17636377
3555588.0	2.0	0.18172942
1413549.0	1.0	0.1203657
2222237.0	2.0	0.061676923
3373988.0	1.0	0.086643174
3872384.0	2.0	0.08346529
3368485.0	1.0	0.0315587
2359996.0	1.0	0.063144654
3325356.0	1.0	0.1451817
2876903.0	2.0	0.107176855
1414028.0	1.0	0.072949514
3039763.0	2.0	0.036651585
1568462.0	1.0	0.008384504
2906941.0	2.0	0.084273696
3539053.0	2.0	0.07247672
3444002.0	2.0	0.056648687
3108942.0	2.0	0.19392146
3719234.0	2.0	0.061560106
2045103.0	2.0	0.13231203
1131908.0	1.0	0.03778315
2599294.0	2.0	0.004157292
3405157.0	2.0	0.14727531
3409130.0	2.0	0.03853239
3484605.0	2.0	0.09532884
1175911.0	2.0	0.06783982
1282576.0	1.0	0.11769689
3773459.0	1.0	0.25491133
3263087.0	1.0	0.13020061
3339806.0	1.0	0.101119705
1469559.0	1.0	0.042190842
2695771.0	2.0	0.05727988
1751060.0	1.0	0.05612058
3669617.0	2.0	0.11547499
3679963.0	1.0	0.15678072
1481515.0	1.0	0.1484649
2385820.0	1.0	0.000895304
1550867.0	1.0	0.042437308
3629711.0	2.0	0.16588393
137223.0	1.0	0.034715958
3355351.0	2.0	0.14254284
3775118.0	1.0	0.05370179
1609165.0	2.0	0.038344994
1533819.0	1.0	0.040104337
1464381.0	1.0	0.047232326
3607782.0	1.0	0.13983025
1940263.0	2.0	0.07002617
1764004.0	2.0	0.13947228
2409543.0	1.0	0.050146643
3445446.0	2.0	0.0324942
3600284.0	2.0	0.06285832
