pmcid	relevancy	score
3420730.0	1.0	0.09502919
3051092.0	1.0	0.05038532
3343231.0	2.0	0.026750205
3759770.0	1.0	0.11100675
3546181.0	2.0	0.061882637
3581290.0	2.0	0.05680604
3400824.0	2.0	0.07812446
2206034.0	2.0	0.101115525
3522322.0	1.0	0.042837106
2254469.0	1.0	0.032486297
2213673.0	1.0	0.098201446
1180860.0	1.0	0.07090581
3821431.0	1.0	0.060155746
1182400.0	2.0	0.0607882
3073801.0	1.0	0.09199842
2852784.0	1.0	0.07893171
1450293.0	1.0	0.051126145
2702915.0	1.0	0.08457618
2833302.0	1.0	0.08716356
1318457.0	1.0	0.11459209
1904196.0	1.0	0.07479808
3541572.0	2.0	0.07746627
3097355.0	2.0	0.046463598
2740017.0	1.0	0.073263794
3009659.0	2.0	0.111223295
1543630.0	2.0	0.06326511
3781223.0	1.0	0.099941134
3420783.0	1.0	0.07073764
3546191.0	1.0	0.057018522
3777329.0	1.0	0.050207555
1936995.0	1.0	0.06583798
3603204.0	1.0	0.09958354
2780610.0	2.0	0.08468209
2740099.0	1.0	0.087636314
2826729.0	2.0	0.0437004
2879845.0	2.0	0.119166866
3527059.0	1.0	0.086840205
1824716.0	1.0	0.09638042
3649142.0	1.0	0.08217212
2430546.0	1.0	0.07930208
1950520.0	1.0	0.03009195
3400823.0	2.0	0.030732483
3438426.0	1.0	0.0861642
1475844.0	1.0	0.06970493
3166566.0	2.0	0.026525117
3473978.0	1.0	0.10146798
3512371.0	1.0	0.08147896
3713304.0	1.0	0.053336795
1266380.0	1.0	0.037155055
3271241.0	1.0	0.06383366
2762186.0	1.0	0.08124304
2636788.0	1.0	0.10271935
1459185.0	1.0	0.045025703
3792611.0	1.0	0.062765874
3678057.0	1.0	0.023440115
3155071.0	1.0	0.048272796
2639567.0	1.0	0.07476011
2667582.0	1.0	0.049862333
2825313.0	1.0	0.07435148
2263060.0	1.0	0.069316775
2879843.0	2.0	0.05101611
3713301.0	1.0	0.1042694
3489845.0	1.0	0.015700655
2820689.0	2.0	0.029255388
3503952.0	1.0	0.11354647
3271214.0	1.0	0.12224914
3029818.0	2.0	0.100165114
2634686.0	1.0	0.07882361
3536789.0	1.0	0.05951929
2771838.0	1.0	0.117732376
2515091.0	1.0	0.04956302
2693508.0	2.0	0.11907394
2929516.0	2.0	0.10745409
2553052.0	1.0	0.036958847
2253537.0	1.0	0.10421465
3129061.0	1.0	0.1061831
