pmcid	relevancy	score
2656981.0	1.0	0.08932551
2835690.0	2.0	0.06485502
3841536.0	1.0	0.062086675
2769322.0	2.0	0.06809019
3127318.0	1.0	0.0347324
3015846.0	2.0	0.078660265
3538640.0	2.0	0.058692664
3201103.0	2.0	0.014344303
3616185.0	2.0	0.05139169
2202780.0	2.0	0.07089691
3016817.0	1.0	0.017748605
1751015.0	1.0	0.030274073
3350049.0	2.0	0.060537152
3088392.0	2.0	0.055174734
2656964.0	2.0	0.07525035
3443655.0	2.0	0.11204754
1459268.0	1.0	0.060361568
3200117.0	2.0	0.10368406
3467606.0	1.0	0.0345686
3180596.0	1.0	0.03126808
3531646.0	2.0	0.04893049
3481223.0	2.0	0.045030765
1976317.0	1.0	0.02591122
3075161.0	1.0	0.0497032
3410093.0	2.0	0.049028683
3521404.0	2.0	0.068017446
1636036.0	1.0	0.14245042
3649285.0	1.0	0.026162717
2823150.0	2.0	0.043820493
3601500.0	2.0	0.070466645
3209994.0	1.0	0.05513505
2536181.0	1.0	0.057106845
2805600.0	1.0	0.027319228
3263603.0	1.0	0.03479017
3763677.0	1.0	0.10014467
2884449.0	2.0	0.07285715
3642795.0	1.0	0.0037462902
2822176.0	2.0	0.041927017
3750490.0	2.0	0.02569944
3108289.0	1.0	0.06972972
3468117.0	2.0	0.13735975
2266718.0	1.0	0.03243558
3765128.0	1.0	0.111002654
3249852.0	2.0	0.038952686
3043450.0	2.0	0.058748756
3015287.0	2.0	0.019276232
2933699.0	1.0	0.009917397
3161023.0	2.0	0.032503802
3097568.0	2.0	0.041845568
3644739.0	1.0	0.05976796
3516932.0	1.0	0.019086793
2966580.0	1.0	0.056102436
2222677.0	1.0	0.048357915
2311282.0	2.0	0.061437607
1459264.0	1.0	0.026249563
3145093.0	2.0	0.04191723
2936927.0	2.0	0.05851774
3236146.0	2.0	0.056061655
2258295.0	2.0	0.027424688
3273785.0	2.0	0.026831593
3636075.0	2.0	0.049949612
2245957.0	1.0	0.030057658
2254639.0	2.0	0.04520789
3022694.0	2.0	0.02473597
3170312.0	1.0	0.032796618
3195765.0	2.0	0.09782515
3396109.0	2.0	0.043596473
2700595.0	1.0	0.029904805
2972610.0	2.0	0.04570812
2423870.0	2.0	0.056139655
1586188.0	1.0	0.056571797
3004513.0	1.0	0.095108606
3876522.0	1.0	0.091346316
3129103.0	1.0	0.060971633
3123852.0	1.0	0.057767585
3649270.0	2.0	0.027379023
3580753.0	2.0	0.09445462
3326743.0	2.0	0.04113617
3649614.0	1.0	0.060355086
3479014.0	2.0	0.037413195
153522.0	2.0	0.030975368
3502811.0	2.0	0.07462197
2740038.0	1.0	0.081186496
3711735.0	2.0	0.050754424
3542893.0	1.0	0.045326993
2903521.0	2.0	0.052608352
3047893.0	1.0	0.039568286
1687187.0	2.0	0.019971762
3311001.0	1.0	0.25412142
2749011.0	1.0	0.055618018
3860647.0	2.0	0.08180894
2846859.0	1.0	0.1548846
3711740.0	2.0	0.04438171
2702886.0	1.0	0.11934662
3555553.0	1.0	0.06763364
1936994.0	2.0	0.029804694
3570930.0	2.0	0.022404449
3789901.0	2.0	0.023889888
3382696.0	1.0	0.024368782
3015509.0	2.0	0.016661363
3854980.0	2.0	0.07704202
2902452.0	2.0	0.057907905
1570451.0	2.0	0.05931869
3797933.0	1.0	0.02019903
2892435.0	1.0	0.07282776
3215995.0	2.0	0.05327484
3113185.0	1.0	0.040852953
3468765.0	1.0	0.016768325
2628097.0	2.0	0.09595933
3160360.0	2.0	0.03464756
3876503.0	1.0	0.058626145
3838988.0	1.0	0.053574227
2984407.0	1.0	0.100089975
2584009.0	1.0	0.08846339
