pmcid	relevancy	score
3351958.0	2.0	0.20965573
3075160.0	1.0	0.27247414
3396109.0	1.0	0.12691216
3192212.0	2.0	0.13733748
3806164.0	2.0	0.23884122
3073909.0	2.0	0.16109864
3068583.0	2.0	0.25988227
3711740.0	2.0	0.18649648
3304619.0	2.0	0.25668693
2783077.0	2.0	0.2753745
3041043.0	1.0	0.1799765
2833155.0	2.0	0.17139374
3113153.0	2.0	0.20312913
2569193.0	2.0	0.10242584
2830945.0	2.0	0.37151977
3299162.0	1.0	0.06381376
3628469.0	2.0	0.27378145
1488855.0	1.0	0.07329595
2848006.0	2.0	0.17081052
2442959.0	1.0	0.04793987
3227160.0	2.0	0.2418236
1784748.0	2.0	0.10356704
3183690.0	2.0	0.20765299
3108731.0	1.0	0.16404723
3214511.0	1.0	0.26479673
2740293.0	2.0	0.29372087
122079.0	2.0	0.18058656
3395037.0	1.0	0.120007716
1885440.0	2.0	0.14085339
3438050.0	2.0	0.17569514
3122097.0	1.0	0.23422872
3016143.0	2.0	0.15758651
3886912.0	2.0	0.17742655
2213305.0	2.0	0.14503059
2609891.0	2.0	0.087619595
2816793.0	2.0	0.07771108
3680866.0	2.0	0.16127537
3468117.0	2.0	0.22000109
2760525.0	1.0	0.08570477
3122091.0	1.0	0.18129939
2374788.0	1.0	0.13162082
3843899.0	2.0	0.15919961
3423789.0	1.0	0.1659324
2836925.0	2.0	0.26418182
2821393.0	2.0	0.19652684
3229087.0	1.0	0.15912326
1183200.0	1.0	0.22473338
3148882.0	1.0	0.2134993
3328985.0	1.0	0.18006673
3113183.0	2.0	0.28960818
2853788.0	2.0	0.12573384
3782364.0	1.0	0.062378418
