pmcid	relevancy	score
3870869.0	2.0	0.12549806
2546372.0	1.0	0.27942634
2575197.0	1.0	0.18896346
2449135.0	1.0	0.045175146
3015275.0	2.0	0.13427292
3673574.0	2.0	0.1177638
2821651.0	2.0	0.13399853
3191386.0	2.0	0.08834703
3017973.0	2.0	0.07822691
3015793.0	2.0	0.06435298
3627155.0	2.0	0.10981947
2644320.0	1.0	0.2513851
3015536.0	1.0	0.0358794
2562359.0	1.0	0.10537837
2740171.0	1.0	0.20249218
3625558.0	2.0	0.11087835
2475384.0	1.0	0.014713613
2467416.0	1.0	0.23952273
3630710.0	2.0	0.14762254
2442045.0	1.0	0.1894938
3015359.0	2.0	0.11008255
3015229.0	1.0	0.08051145
2659845.0	1.0	0.1875014
3340973.0	1.0	0.37487972
3016484.0	1.0	0.16140826
3113179.0	1.0	0.16593578
3891987.0	2.0	0.101733826
2365938.0	1.0	0.2817777
2736155.0	1.0	0.15761401
3015535.0	2.0	0.17207587
2245959.0	1.0	0.21930934
2998004.0	2.0	0.08237541
3016825.0	2.0	0.09406304
2385905.0	1.0	0.039020244
2998026.0	2.0	0.075418964
3783786.0	2.0	0.11563754
2478665.0	1.0	0.18140161
3729989.0	2.0	0.07924124
3016470.0	2.0	0.080880955
3015692.0	1.0	0.25585678
