pmcid	relevancy	score
2860392.0	1.0	0.1448159
3661963.0	2.0	0.25816193
3806499.0	1.0	0.27865192
3837333.0	1.0	0.071357906
3037991.0	1.0	0.095206685
3288901.0	1.0	0.11692444
3432824.0	1.0	0.27109835
3630305.0	1.0	0.32733777
2423373.0	1.0	0.27773097
2363293.0	2.0	0.040868104
3493016.0	1.0	0.10393157
1468413.0	1.0	0.096012466
2137813.0	1.0	0.05545539
3302104.0	1.0	0.2919097
3363118.0	2.0	0.1667548
3530430.0	1.0	0.14202297
3681719.0	1.0	0.07661612
2768446.0	1.0	0.33074343
3141699.0	1.0	0.32310703
3388327.0	2.0	0.22346883
3625595.0	1.0	0.24466099
3363056.0	1.0	0.14300834
3710774.0	2.0	0.13859223
2637891.0	1.0	0.041356545
3401934.0	2.0	0.30710194
2492852.0	1.0	0.18167093
3404172.0	1.0	0.36593634
3077743.0	2.0	0.15015626
3319995.0	1.0	0.27211878
3492653.0	1.0	0.15749656
2667937.0	1.0	0.09390514
2801015.0	1.0	0.07700359
3881926.0	1.0	0.22537746
270054.0	1.0	0.15818761
3498283.0	1.0	0.077998705
3395314.0	2.0	0.25521392
2009205.0	1.0	0.011652977
3025371.0	1.0	0.047901675
3240859.0	1.0	0.12128693
3026616.0	1.0	0.2901397
2174811.0	1.0	0.044275217
2990396.0	2.0	0.26597068
3515435.0	2.0	0.18624964
3734930.0	1.0	0.20666921
3844264.0	1.0	0.35608798
3288931.0	2.0	0.15616317
3371901.0	1.0	0.19021863
3678072.0	1.0	0.2923129
3363120.0	1.0	0.4932148
3491231.0	2.0	0.14920835
2697381.0	1.0	0.101642154
3848543.0	1.0	0.29497993
3493738.0	1.0	0.31798017
2843649.0	1.0	0.14194922
3011290.0	1.0	0.18340887
3021307.0	1.0	0.103738904
2515291.0	1.0	0.23768014
3410368.0	2.0	0.1751886
3666422.0	2.0	0.20901325
2033331.0	1.0	0.01022991
3474773.0	2.0	0.12208788
2828397.0	1.0	0.22254089
3068125.0	1.0	0.1085565
3098790.0	1.0	0.2951856
2903953.0	1.0	0.33650792
2999595.0	1.0	0.13863218
3628258.0	1.0	0.29227924
3667021.0	1.0	0.03505844
2664807.0	1.0	0.06339256
3423676.0	1.0	0.3615996
2741116.0	1.0	0.29876658
3704099.0	1.0	0.110273845
3630306.0	1.0	0.24246122
3335362.0	2.0	0.20463309
3457959.0	1.0	0.13501482
3343155.0	1.0	0.10290595
3856262.0	1.0	0.09944474
3367154.0	2.0	0.2633906
2409350.0	1.0	0.26715678
3005213.0	2.0	0.31127542
3015544.0	2.0	0.15401
3359430.0	1.0	0.2725995
3401920.0	1.0	0.07058051
3731514.0	1.0	0.18422237
2364167.0	2.0	0.07207673
2876299.0	1.0	0.21237363
2972238.0	1.0	0.1512653
3286557.0	1.0	0.28850785
3288921.0	2.0	0.19427533
3095252.0	1.0	0.19206731
2564833.0	1.0	0.13917562
2001743.0	2.0	0.019961497
3363130.0	2.0	0.15107463
3158850.0	2.0	0.10015983
419354.0	2.0	0.27140802
2964787.0	1.0	0.030083623
3518095.0	1.0	0.24033242
3731471.0	1.0	0.2256955
3075165.0	1.0	0.14463308
3712156.0	1.0	0.15356666
2687766.0	1.0	0.20234294
3224052.0	1.0	0.12784766
3111162.0	1.0	0.053965364
3101231.0	1.0	0.27388906
2769428.0	1.0	0.13989113
3417875.0	1.0	0.18418005
3513841.0	1.0	0.32183072
3414059.0	2.0	0.23263943
3733694.0	1.0	0.2724371
3014836.0	1.0	0.13518198
2120913.0	1.0	0.003529012
3303710.0	1.0	0.06485812
3341484.0	1.0	0.27114603
2732778.0	2.0	0.5622635
3235582.0	1.0	0.23460147
3618006.0	1.0	0.14433917
3180149.0	2.0	0.17918311
3304081.0	1.0	0.19309412
2876303.0	1.0	0.1213854
3070260.0	1.0	0.23216921
2769307.0	1.0	0.083901994
2736979.0	1.0	0.058210716
3851139.0	1.0	0.18257503
2966613.0	1.0	0.17169312
3130970.0	2.0	0.2380144
2837297.0	1.0	0.16424689
3299364.0	1.0	0.21421145
2695685.0	2.0	0.030890867
2772987.0	2.0	0.32873437
3523539.0	1.0	0.2618844
3097341.0	1.0	0.11618067
3760125.0	1.0	0.18787174
3584835.0	1.0	0.359022
3457043.0	1.0	0.181132
2488397.0	1.0	0.14113648
2837291.0	1.0	0.20731452
3586510.0	1.0	0.1479625
3529315.0	1.0	0.07887708
3272625.0	1.0	0.112810805
1574321.0	1.0	0.08401693
3603485.0	1.0	0.15976802
2708144.0	1.0	0.06522524
2994792.0	1.0	0.14218292
3703684.0	1.0	0.14490497
3015657.0	1.0	0.27651355
3221833.0	1.0	0.07304505
3880905.0	1.0	0.21773526
3324920.0	1.0	0.27504247
3288920.0	1.0	0.15280658
2920711.0	1.0	0.32076788
3176243.0	1.0	0.27612275
3043425.0	2.0	0.046093892
549518.0	1.0	0.016976949
3257138.0	1.0	0.22230726
3175197.0	1.0	0.4693526
3172658.0	1.0	0.320941
3326694.0	1.0	0.33880585
3746052.0	2.0	0.3463513
3412677.0	2.0	0.43434024
2362747.0	2.0	0.09244137
3720855.0	1.0	0.17532705
3521933.0	1.0	0.3076854
280655.0	1.0	0.29295328
3226355.0	1.0	0.26898405
1764411.0	2.0	0.024669703
3134184.0	1.0	0.028016308
3560802.0	1.0	0.056685634
2686156.0	2.0	0.05490211
2008365.0	1.0	0.0028001945
3407736.0	2.0	0.14123844
2687647.0	1.0	0.15129022
2817804.0	2.0	0.25571445
2010564.0	1.0	0.0065530087
3444435.0	1.0	0.40859354
3877609.0	1.0	0.24222079
3003207.0	1.0	0.48600423
3520596.0	2.0	0.17389171
3712201.0	2.0	0.10788099
2518080.0	1.0	0.18640223
2771154.0	1.0	0.29032934
3852475.0	1.0	0.12998673
2762046.0	2.0	0.3068859
2247320.0	1.0	0.0048837964
2566573.0	1.0	0.15153408
3797561.0	1.0	0.030379703
3188476.0	1.0	0.38189197
3363066.0	1.0	0.11069838
3083058.0	1.0	0.2112467
3247868.0	2.0	0.16047667
3124030.0	1.0	0.31615344
130964.0	2.0	0.039770443
3073807.0	2.0	0.03640316
1097718.0	1.0	0.17444919
3715331.0	1.0	0.08831384
2988711.0	1.0	0.19605163
3750541.0	2.0	0.11310572
3015243.0	1.0	0.01373712
3580935.0	1.0	0.20430952
3015622.0	1.0	0.13647373
2948500.0	1.0	0.13116458
3479943.0	1.0	0.17533317
3407452.0	2.0	0.24618286
3782666.0	1.0	0.4113166
2965715.0	1.0	0.029977974
3584831.0	2.0	0.30526513
3782725.0	1.0	0.22633475
3700488.0	1.0	0.23200437
2892687.0	1.0	0.19346441
3797921.0	1.0	0.08820716
2678864.0	2.0	0.17595272
1976608.0	1.0	0.031881772
3234125.0	2.0	0.20741487
3797933.0	1.0	0.14963418
3666221.0	2.0	0.30709505
3175343.0	2.0	0.13249147
2981839.0	1.0	0.21272196
2688666.0	1.0	0.17922738
1626073.0	1.0	0.2894998
2837058.0	1.0	0.30118138
3437782.0	1.0	0.28211904
2040155.0	1.0	0.3130785
3310782.0	1.0	0.042266294
3417547.0	1.0	0.08732631
3048199.0	1.0	0.26365492
3715496.0	1.0	0.45795313
3837083.0	1.0	0.1493236
3015866.0	2.0	0.29767224
3288934.0	2.0	0.46069312
3698429.0	1.0	0.41728052
3572359.0	1.0	0.21625166
2980629.0	1.0	0.35042688
3695091.0	1.0	0.44645888
2852601.0	1.0	0.17917128
3311639.0	1.0	0.08030412
