pmcid	relevancy	score
3872708.0	2.0	0.04027945
3375662.0	1.0	0.16400723
3806158.0	2.0	0.14608517
3615941.0	1.0	0.09663098
3510938.0	2.0	0.14410427
2712619.0	2.0	0.021053309
3146980.0	2.0	0.08803041
3663461.0	1.0	0.09999305
2034102.0	2.0	0.03243657
2970787.0	1.0	0.38822073
3575245.0	2.0	0.060471643
2752771.0	2.0	0.06775543
3890907.0	2.0	0.090928115
3683415.0	1.0	0.19193146
3356983.0	2.0	0.022572791
3872718.0	2.0	0.08678339
3183510.0	2.0	0.09742383
3562590.0	2.0	0.09611051
3429898.0	2.0	0.056057025
3420498.0	1.0	0.041172273
2668588.0	1.0	0.07027361
3779461.0	1.0	0.08522895
3483691.0	2.0	0.08792627
3544356.0	1.0	0.106123365
3510933.0	1.0	0.050304346
2755011.0	2.0	0.061399497
3830281.0	2.0	0.059078176
3476218.0	2.0	0.031515818
3136076.0	2.0	0.055750187
3683226.0	1.0	0.07588357
3277484.0	1.0	0.032003403
2887860.0	2.0	0.05577899
3205534.0	2.0	0.08469536
3193712.0	2.0	0.043453537
3408871.0	1.0	0.041916937
3476184.0	2.0	0.028890382
3125005.0	2.0	0.008993243
2825518.0	1.0	0.041627638
3853872.0	2.0	0.14028311
2770548.0	1.0	0.11664221
3296410.0	1.0	0.044017393
