abstract	body	pmcid	relevancy	title
0.10547447	0.10771053	2714572.0	2.0	0.10083114
0.14669293	0.14973533	2846739.0	1.0	0.14146812
0.03875368	0.039516453	3374420.0	2.0	0.037194878
0.06623727	0.06765443	3502361.0	1.0	0.0634489
0.13355765	0.13641514	2365966.0	1.0	0.1279353
0.12506135	0.12773706	2546434.0	1.0	0.11979667
0.08611072	0.08784042	3279317.0	1.0	0.0829738
0.043535944	0.04441045	3432326.0	1.0	0.04194998
0.0914228	0.09322223	3436624.0	1.0	0.08774547
0.0890247	0.09081293	3766340.0	1.0	0.085781634
0.0874104	0.08928055	3797049.0	2.0	0.0837307
0.08470193	0.086369075	3420557.0	1.0	0.08129493
0.11781474	0.12018127	1277009.0	1.0	0.11352288
0.21599199	0.1134636	3012278.0	1.0	0.8086785
0.00563686	0.005753768	2627963.0	1.0	0.0054360908
0.1397827	0.14277337	2803992.0	1.0	0.1338983
0.06503374	0.09042723	3650976.0	2.0	0.062417865
0.07032436	0.07181524	3546448.0	1.0	0.067228444
0.05122831	0.052236605	3481388.0	2.0	0.049167734
0.13544686	0.13834476	2621130.0	1.0	0.12974499
0.077287614	0.078890555	3226624.0	1.0	0.07453484
0.11130336	0.11353911	2802352.0	1.0	0.10724871
0.12308438	0.12571779	3609679.0	2.0	0.11790293
0.036062155	0.03683371	3584903.0	1.0	0.03454405
0.03963068	0.04047085	2566980.0	1.0	0.037886005
0.10806519	0.11019218	3837668.0	1.0	0.10371842
0.06303799	0.06430424	3610129.0	2.0	0.06074159
0.044393443	0.04533458	3804219.0	1.0	0.0424391
0.06087984	0.06217049	3546880.0	1.0	0.05819971
0.040236335	0.041028287	3129349.0	2.0	0.038617894
0.045403764	0.04636632	2583042.0	1.0	0.04340494
0.10762638	0.109929055	3118372.0	2.0	0.10309565
0.06846611	0.06991759	2575602.0	2.0	0.06545201
0.06372924	0.0650803	3766589.0	1.0	0.06092367
0.001675046	0.001708015	2578943.0	2.0	0.00160767
0.0899045	0.091810465	2890005.0	1.0	0.0859466
0.06626516	0.06756941	2253540.0	1.0	0.063599735
0.0852318	0.0869995	3456478.0	1.0	0.08219607
0.0501203	0.051127065	3828296.0	1.0	0.048294473
0.13274935	0.13541588	3766129.0	1.0	0.12791345
0.04064455	0.041514147	3294754.0	2.0	0.03893354
0.04818051	0.04917977	2700478.0	1.0	0.04646445
0.036319915	0.03708989	3844354.0	2.0	0.03472099
0.07191391	0.07340539	3063653.0	2.0	0.06935253
0.09474562	0.09675422	2829597.0	1.0	0.09057461
0.07450429	0.07604951	3655859.0	2.0	0.07185065
0.07451133	0.076105505	3079651.0	1.0	0.07137464
0.10921228	0.14290223	3416909.0	2.0	0.10461479
0.110407196	0.112747826	1386678.0	1.0	0.10554671
0.055567343	0.056745365	2729879.0	2.0	0.053121082
0.119791254	0.12235421	3637271.0	1.0	0.114748426
0.059877016	0.061146405	35282.0	2.0	0.057241026
0.1581269	0.16123924	2783073.0	2.0	0.15176651
0.06702154	0.0683678	3751081.0	2.0	0.06458002
0.022515768	0.022997497	3321975.0	1.0	0.021567926
0.04004152	0.040829636	1796861.0	2.0	0.038430914
0.10476438	0.106985375	3414549.0	1.0	0.1001523
0.13245083	0.13511138	3591538.0	1.0	0.1276258
0.14198205	0.18584794	2815980.0	2.0	0.13600506
0.08880233	0.090644084	3322910.0	2.0	0.08563944
0.1222706	0.12480648	3651415.0	1.0	0.11791565
