pmcid	relevancy	score
3096313.0	2.0	0.25330952
2749439.0	2.0	0.114394575
3181876.0	2.0	0.18450809
3031940.0	2.0	0.07040514
3009622.0	2.0	0.020456014
3760296.0	2.0	0.11111688
2970879.0	2.0	0.10894531
3557457.0	2.0	0.17980379
2254627.0	2.0	0.10712039
2921140.0	2.0	0.2128502
3181869.0	2.0	0.15294711
2515901.0	2.0	0.24798828
3181775.0	2.0	0.098802656
3012908.0	2.0	0.12931073
3375088.0	2.0	0.2098005
3108260.0	2.0	0.12405494
2656288.0	2.0	0.13644077
3181872.0	2.0	0.13650647
3181779.0	2.0	0.06312346
2656315.0	2.0	0.14739175
3553333.0	2.0	0.072498105
161797.0	2.0	0.13360226
1199611.0	2.0	0.10098787
3205688.0	2.0	0.11877803
1087494.0	2.0	0.0859801
3012558.0	2.0	0.18646598
1088011.0	2.0	0.11208066
2656591.0	2.0	0.08185804
3568739.0	2.0	0.156229
3461647.0	2.0	0.18511677
3013171.0	2.0	0.1196573
1940252.0	2.0	0.090788476
1325049.0	2.0	0.07377085
3184501.0	2.0	0.0825881
3878174.0	2.0	0.36964065
3176902.0	2.0	0.07162808
2767345.0	2.0	0.11691359
3181887.0	2.0	0.046136804
3181888.0	2.0	0.05411655
1183226.0	2.0	0.05318155
1188051.0	2.0	0.101423524
3372558.0	2.0	0.070148274
3123271.0	2.0	0.0686495
3181745.0	2.0	0.1885457
3011203.0	2.0	0.08715003
3210897.0	2.0	0.09639544
3324881.0	2.0	0.13877593
3235113.0	2.0	0.03921629
2270822.0	2.0	0.30498633
2542367.0	2.0	0.039537225
2768965.0	2.0	0.15738602
3405397.0	2.0	0.0752587
2656332.0	2.0	0.21461214
3181867.0	2.0	0.1276183
3181885.0	2.0	0.152659
1592154.0	2.0	0.07609523
3195148.0	2.0	0.1287308
3181883.0	2.0	0.0717431
1716160.0	2.0	0.19847578
2494993.0	2.0	0.09887298
3235659.0	2.0	0.054886993
3136248.0	2.0	0.036002
3148928.0	2.0	0.18135986
3560182.0	2.0	0.16244297
2970950.0	2.0	0.17583941
3181740.0	2.0	0.1563983
3182389.0	2.0	0.07998682
3191598.0	2.0	0.101008475
3123969.0	2.0	0.23618367
2938294.0	2.0	0.09885856
1664563.0	2.0	0.13969634
1434505.0	2.0	0.18053478
2879869.0	2.0	0.027091503
2778437.0	2.0	0.115287855
3181562.0	2.0	0.11728658
3181773.0	2.0	0.038959306
3686769.0	2.0	0.12963788
3760618.0	2.0	0.100737944
3195149.0	2.0	0.1685526
3168079.0	2.0	0.10581151
3181770.0	2.0	0.24249683
