pmcid	relevancy	score
3655859.0	2.0	0.08771112
3279317.0	1.0	0.10167165
2890005.0	1.0	0.106167264
1240959.0	1.0	0.007887404
3266655.0	1.0	0.11159414
3381396.0	1.0	0.068977445
3867258.0	2.0	0.067119054
3403114.0	1.0	0.14114965
3766589.0	1.0	0.07525718
2492864.0	2.0	0.07401798
2474644.0	1.0	0.13837598
3845747.0	2.0	0.11872513
3429833.0	1.0	0.12030053
2206392.0	2.0	0.099831805
3109342.0	1.0	0.035934485
3114546.0	2.0	0.21506113
3481388.0	2.0	0.060359403
3511061.0	2.0	0.057776872
2725833.0	2.0	0.06843771
2133536.0	2.0	0.014252826
2546376.0	1.0	0.13889818
3374420.0	2.0	0.045661263
3546448.0	1.0	0.0830453
2714572.0	2.0	0.12455367
3097723.0	2.0	0.14078094
1112595.0	1.0	0.17956957
2966984.0	1.0	0.12868446
3414549.0	1.0	0.12371513
3539528.0	2.0	0.074984334
3447288.0	1.0	0.09192047
2700478.0	1.0	0.05672111
2725870.0	1.0	0.04911568
2202333.0	1.0	0.045594335
2955686.0	2.0	0.14050458
3825647.0	2.0	0.14056578
3066183.0	1.0	0.077008955
2815980.0	2.0	0.20002735
2958542.0	1.0	0.10425458
3257067.0	1.0	0.11647569
3322910.0	2.0	0.10454367
3099506.0	1.0	0.12176553
2988176.0	2.0	0.13158076
3035547.0	2.0	0.108381145
3034701.0	1.0	0.06307901
3322057.0	1.0	0.12064696
3805478.0	1.0	0.056590777
3420557.0	1.0	0.09979947
3364540.0	2.0	0.13984463
2803920.0	1.0	0.100731514
1550803.0	1.0	0.10253774
1568380.0	1.0	0.0035179607
3456478.0	1.0	0.10034021
3462154.0	1.0	0.026983565
3170265.0	2.0	0.12370022
1475232.0	1.0	0.03220484
2817000.0	1.0	0.11092986
2829597.0	1.0	0.111884095
2991321.0	2.0	0.04688643
2385654.0	1.0	0.029583922
3086217.0	2.0	0.20187292
2958005.0	2.0	0.15933537
3640983.0	2.0	0.115669005
3118372.0	2.0	0.12727882
3872011.0	1.0	0.06533805
2842275.0	2.0	0.14717852
3610129.0	2.0	0.07442949
1215528.0	1.0	0.024787014
1796861.0	2.0	0.047178645
1175916.0	1.0	0.10078074
3276904.0	1.0	0.10510413
3129349.0	2.0	0.047408186
2700454.0	2.0	0.17393732
3396276.0	2.0	0.12605366
3322905.0	2.0	0.049657892
2754485.0	1.0	0.06024454
3159900.0	1.0	0.058960013
3000162.0	1.0	0.16625002
3432326.0	1.0	0.051403254
3535733.0	2.0	0.1327281
1469866.0	1.0	0.04394191
2923780.0	1.0	0.06152238
3844354.0	2.0	0.0428898
3378931.0	1.0	0.15331247
2621130.0	1.0	0.16017929
3651415.0	1.0	0.1439446
3609679.0	2.0	0.14555945
2515635.0	1.0	0.11725747
3205006.0	1.0	0.13369589
3162821.0	1.0	0.113597475
3672621.0	1.0	0.09776745
3321975.0	1.0	0.02662712
2002419.0	1.0	0.011604784
2958022.0	1.0	0.06936829
1820987.0	1.0	0.11354646
2364663.0	1.0	0.06240141
2946718.0	1.0	0.1544716
3320461.0	2.0	0.14609288
2850176.0	2.0	0.049785294
3640090.0	2.0	0.07070839
2946956.0	1.0	0.078417294
2954014.0	2.0	0.05191107
3702368.0	1.0	0.17465171
3322907.0	1.0	0.14324693
2365966.0	1.0	0.15794513
3546880.0	1.0	0.07189236
3748528.0	1.0	0.0598079
1277009.0	1.0	0.13910486
3650976.0	2.0	0.093271784
3591538.0	1.0	0.15638581
2958032.0	2.0	0.109777756
2390549.0	1.0	0.045611523
35282.0	2.0	0.070708126
2128214.0	1.0	0.016298242
3804219.0	1.0	0.05242375
2725817.0	2.0	0.12352021
3323212.0	2.0	0.11262488
3121612.0	2.0	0.062223203
2941259.0	1.0	0.16983195
2764845.0	2.0	0.118488945
3278951.0	2.0	0.13953342
2136485.0	2.0	0.013192669
3446154.0	2.0	0.17524394
1175897.0	1.0	0.046028994
3458229.0	1.0	0.05421367
2644295.0	2.0	0.16424567
3012278.0	1.0	0.14132892
137228.0	1.0	0.092379615
3309579.0	1.0	0.14203265
2803992.0	1.0	0.16530687
3502361.0	1.0	0.078332126
3751081.0	2.0	0.0791329
3837668.0	1.0	0.12732707
3125024.0	1.0	0.12936792
2253540.0	1.0	0.07807646
1087510.0	1.0	0.04011275
3311181.0	2.0	0.16566578
2025296.0	1.0	0.025232341
2750192.0	2.0	0.09538434
2384718.0	1.0	0.0016281464
3294754.0	2.0	0.04806619
3439446.0	1.0	0.061774436
2698064.0	2.0	0.05790249
3655108.0	1.0	0.10268465
3314854.0	2.0	0.11869129
2705343.0	1.0	0.06799573
3533152.0	1.0	0.10393499
2566980.0	1.0	0.046799447
2591620.0	2.0	0.008956026
3486933.0	2.0	0.024831645
3052621.0	2.0	0.05216063
1413549.0	1.0	0.13970897
3637271.0	1.0	0.141665
1464381.0	2.0	0.16742574
3552307.0	2.0	0.05547855
3223529.0	2.0	0.12085448
3583117.0	2.0	0.15550415
3681687.0	1.0	0.2379866
2386861.0	1.0	0.11356905
2600388.0	1.0	0.026165344
3291226.0	2.0	0.0805714
3837656.0	2.0	0.02320151
3797049.0	2.0	0.10337142
2082036.0	1.0	0.14090416
3564029.0	2.0	0.2317975
3118811.0	2.0	0.0702566
2860402.0	1.0	0.12961274
2846739.0	1.0	0.1726961
3793435.0	2.0	0.10608369
3219246.0	1.0	0.0359999
1168906.0	2.0	0.054877993
3766340.0	1.0	0.10511221
2570830.0	2.0	0.025833502
3542335.0	2.0	0.11692993
3376151.0	1.0	0.032193206
2636786.0	1.0	0.21098915
3544629.0	2.0	0.034640323
3746305.0	1.0	0.12886818
1891275.0	2.0	0.049887873
3097804.0	2.0	0.15151107
3463044.0	1.0	0.13524741
3766129.0	1.0	0.15673828
2893430.0	2.0	0.11882206
2958958.0	2.0	0.071078844
2583042.0	1.0	0.05361682
3323160.0	2.0	0.086710624
2918871.0	2.0	0.06430211
2578943.0	2.0	0.0019736118
3218869.0	1.0	0.07992501
3374421.0	2.0	0.07029199
2855073.0	1.0	0.15290262
2559831.0	1.0	0.102562755
2802352.0	1.0	0.13141683
2729879.0	2.0	0.06561889
1257604.0	1.0	0.120511
2385823.0	1.0	0.017715976
3828296.0	1.0	0.059177466
3563698.0	1.0	0.1608443
3416909.0	2.0	0.16714194
3033073.0	2.0	0.15820996
2878208.0	2.0	0.05377941
3000139.0	1.0	0.07046685
2811908.0	2.0	0.09235194
3075397.0	1.0	0.15520692
2575602.0	2.0	0.08085091
1781795.0	1.0	0.011604784
2828091.0	2.0	0.1839801
2680832.0	2.0	0.12397228
1851004.0	2.0	0.1484328
