abstract	body	pmcid	relevancy	title
0.31731796	0.2613749	2981784.0	1.0	0.75163627
0.23842742	0.18964317	3152527.0	2.0	0.69847727
0.14490506	0.11368973	1852545.0	1.0	0.6036956
0.31224623	0.3196163	3485910.0	2.0	0.28595424
0.29560897	0.3030224	2672240.0	1.0	0.27486715
0.38881978	0.3064756	3030029.0	1.0	0.24025097
0.25271866	0.3061574	3498317.0	2.0	0.23143902
0.22692987	0.23243125	2588582.0	1.0	0.2081442
0.22028646	0.22548597	2850857.0	2.0	0.20173773
0.31046537	0.25416666	3833587.0	2.0	0.19804367
0.21486473	0.21993624	2984334.0	2.0	0.19677253
0.20842673	0.21365374	3664074.0	2.0	0.19380218
0.20942158	0.21449852	2988179.0	2.0	0.19208525
0.20222738	0.24262002	3487309.0	1.0	0.18603164
0.20110376	0.2366293	2858720.0	1.0	0.184998
0.19436431	0.19910088	3507802.0	2.0	0.17915143
0.1948514	0.19945054	3347843.0	1.0	0.17844436
0.18712182	0.19181454	3679768.0	2.0	0.17399216
0.18304214	0.18736254	2917397.0	1.0	0.16762947
0.17958872	0.22663337	3047826.0	2.0	0.16698763
0.26447237	0.21412528	3658220.0	1.0	0.16640185
0.1805821	0.18495989	3406278.0	2.0	0.16563319
0.24957319	0.21614683	3677011.0	2.0	0.16239525
0.17590083	0.20479138	3064888.0	1.0	0.1621331
0.3501885	0.17869076	2770458.0	1.0	0.16078636
0.17555423	0.17969789	3285529.0	1.0	0.16077207
0.17233762	0.1760562	3299160.0	2.0	0.15853566
0.17028919	0.17396356	2678699.0	2.0	0.15665127
0.16902667	0.17314576	2672220.0	1.0	0.15579696
0.16897583	0.17307226	3184711.0	2.0	0.1549877
0.16816217	0.17213133	3353206.0	1.0	0.15400241
0.16628416	0.17033643	2769292.0	2.0	0.15326911
0.16328657	0.16738154	3821706.0	2.0	0.15182932
0.16228105	0.20658112	2760693.0	1.0	0.15089436
0.16173044	0.16567174	3397657.0	1.0	0.1490718
0.15811777	0.16208312	3445145.0	2.0	0.14702322
0.15730348	0.16101637	2801475.0	1.0	0.1440581
0.27539593	0.18477793	2872582.0	1.0	0.14289959
0.1525195	0.18350576	2174498.0	2.0	0.14181775
0.15170056	0.15497383	2938495.0	1.0	0.13955134
0.1501765	0.15341692	2629964.0	1.0	0.13814935
0.1502331	0.15387516	2769480.0	2.0	0.13779652
0.14934692	0.15298642	3161475.0	1.0	0.13765754
0.14913718	0.15277158	2767138.0	2.0	0.13746423
0.14704834	0.15073608	3618925.0	2.0	0.13673048
0.14858608	0.15218821	3542887.0	2.0	0.13628586
0.23256628	0.17729972	2887806.0	2.0	0.1356336
0.14584358	0.14950112	3406274.0	2.0	0.13561025
0.2521914	0.1768659	3856285.0	2.0	0.13519625
0.14189273	0.14545117	3572695.0	2.0	0.13193662
0.14306165	0.14643838	3874663.0	2.0	0.13101545
0.14101502	0.1444336	3183636.0	2.0	0.12934153
0.13977075	0.16709477	3248865.0	1.0	0.12820025
0.139093	0.14246497	3687640.0	2.0	0.1275786
0.22816986	0.17041843	3890738.0	2.0	0.12625697
0.23132986	0.13783681	3505934.0	1.0	0.123319805
0.13208261	0.13530138	3784075.0	2.0	0.121744506
0.13068567	0.13350554	3154489.0	1.0	0.120219484
0.12767617	0.13087809	3336243.0	2.0	0.118717596
0.1273806	0.1618562	2531092.0	1.0	0.11844275
0.12853129	0.13130467	3108676.0	1.0	0.118237644
0.12677282	0.16277269	3064452.0	1.0	0.117877625
0.12413653	0.15577054	2721535.0	1.0	0.11419484
0.12413742	0.12714685	3169864.0	2.0	0.11386109
0.19934258	0.15629825	2737754.0	1.0	0.11262968
0.18765038	0.15133214	3354466.0	2.0	0.11247769
0.12206573	0.12502493	2879291.0	1.0	0.1119609
0.121158525	0.12409573	1929108.0	1.0	0.1111288
0.11549577	0.11839222	130966.0	1.0	0.10739184
0.11604586	0.118549824	2803953.0	2.0	0.106752135
0.10566642	0.10822806	3120277.0	2.0	0.09691916
0.18858062	0.13629362	194433.0	1.0	0.096088886
0.10274945	0.10532625	2700473.0	2.0	0.09553989
0.19522862	0.13261259	1764004.0	1.0	0.09531404
0.10373323	0.10618167	2803851.0	2.0	0.09499859
0.09990075	0.10225874	2363727.0	1.0	0.09148882
0.099585176	0.1285596	3436631.0	1.0	0.091341324
0.17785406	0.12679043	2430200.0	1.0	0.09076891
0.17018874	0.12626679	3207060.0	1.0	0.088073626
0.095003776	0.09705371	2045103.0	1.0	0.08739522
