pmcid	relevancy	score
2740058.0	1.0	0.20121402
2768636.0	1.0	0.07966645
3649654.0	2.0	0.18576023
2740158.0	1.0	0.28614712
3290188.0	2.0	0.30081415
2842962.0	1.0	0.048919406
3101789.0	1.0	0.18846382
3483501.0	2.0	0.277628
3860641.0	1.0	0.057672024
2893371.0	1.0	0.20239785
2933643.0	1.0	0.040368628
3601223.0	1.0	0.11427298
3674744.0	2.0	0.22791177
2687574.0	1.0	0.22682977
3514812.0	1.0	0.17934261
3860639.0	1.0	0.15877572
3423657.0	1.0	0.24008515
2667400.0	2.0	0.29444146
3030049.0	1.0	0.32201448
3741700.0	1.0	0.10364323
2691519.0	1.0	0.10573148
3670530.0	2.0	0.48186445
3872241.0	1.0	0.09783206
