pmcid	relevancy	score
2277457.0	2.0	0.1963522
3673823.0	2.0	0.18278539
3062442.0	2.0	0.15747498
3719243.0	2.0	0.22146805
3581554.0	2.0	0.1797502
2993958.0	2.0	0.16006428
2662423.0	2.0	0.21141934
3810122.0	2.0	0.23355787
2891813.0	2.0	0.4032525
3294930.0	2.0	0.16896111
3350389.0	2.0	0.13171285
2621421.0	2.0	0.20214213
3695962.0	2.0	0.18043284
3579948.0	2.0	0.29381847
2716359.0	2.0	0.06576354
1784581.0	2.0	0.03947078
3765867.0	2.0	0.21322325
3877878.0	2.0	0.19511555
2771031.0	2.0	0.17673129
3874601.0	2.0	0.2391486
2396646.0	2.0	0.14938036
3776740.0	2.0	0.25658482
2821918.0	2.0	0.17645761
2048661.0	2.0	0.18129057
3268102.0	2.0	0.20095277
1564027.0	2.0	0.15633257
3135562.0	2.0	0.1454349
3878108.0	2.0	0.18728441
545196.0	2.0	0.17403693
3121651.0	2.0	0.1514633
2817700.0	2.0	0.13546567
3170143.0	2.0	0.12676959
1308854.0	2.0	0.20694712
3224336.0	2.0	0.33141774
1941736.0	2.0	0.19174214
2020466.0	2.0	0.22942068
3071276.0	2.0	0.21309543
1533839.0	2.0	0.2352782
3570914.0	2.0	0.17715774
101408.0	2.0	0.1177618
3346948.0	2.0	0.242788
2671450.0	2.0	0.24293977
2169253.0	2.0	0.21873015
3453493.0	2.0	0.24386866
2621393.0	2.0	0.27312392
3659284.0	2.0	0.23783182
2442721.0	2.0	0.1988536
2364524.0	2.0	0.095333
2500040.0	2.0	0.18628745
3581530.0	2.0	0.15479743
3294402.0	2.0	0.16279617
3161113.0	2.0	0.19870171
1805504.0	2.0	0.20833808
3010999.0	2.0	0.1655173
3329036.0	2.0	0.19010292
