abstract	body	pmcid	relevancy	title
0.107521765	0.107521765	2887184.0	1.0	0.107521765
0.27435714	0.27435714	2702950.0	1.0	0.27435714
0.08725912	0.08725912	2206489.0	1.0	0.08725912
0.28120595	0.28120595	1712221.0	1.0	0.28120595
0.086022355	0.086022355	137240.0	2.0	0.086022355
0.30761892	0.30761892	3030803.0	1.0	0.30761892
0.25298712	0.25298712	3015657.0	1.0	0.25298712
0.20002992	0.20002992	1065003.0	2.0	0.20002992
0.2797416	0.2797416	2992067.0	1.0	0.2797416
0.22101724	0.22101724	1523371.0	1.0	0.22101724
0.23528124	0.23528124	2667168.0	1.0	0.23528124
0.1774881	0.1774881	3016176.0	1.0	0.1774881
0.31873453	0.31873453	1687187.0	1.0	0.31873453
0.17430101	0.17430101	2151863.0	1.0	0.17430101
0.07925873	0.07925873	137237.0	1.0	0.07925873
0.30150807	0.30150807	2475515.0	1.0	0.30150807
0.12003987	0.12003987	1634741.0	1.0	0.12003987
0.23078634	0.23078634	2222677.0	1.0	0.23078634
0.15307437	0.15307437	3015946.0	1.0	0.15307437
0.25080195	0.25080195	2977075.0	2.0	0.25080195
0.29133624	0.29133624	29048.0	2.0	0.29133624
0.23830628	0.23830628	2740109.0	2.0	0.23830628
0.20903383	0.20903383	3016809.0	1.0	0.20903383
0.22287121	0.22287121	2683798.0	2.0	0.22287121
0.19197199	0.19197199	1876232.0	1.0	0.19197199
0.27685955	0.27685955	2387157.0	1.0	0.27685955
0.12061832	0.12061832	2895169.0	1.0	0.12061832
0.27395734	0.27395734	2815823.0	2.0	0.27395734
0.2724213	0.2724213	2907361.0	1.0	0.2724213
0.14779462	0.14779462	3097557.0	1.0	0.14779462
0.22644493	0.22644493	2783104.0	2.0	0.22644493
0.20092449	0.20092449	2887168.0	1.0	0.20092449
0.11412355	0.11412355	2151899.0	1.0	0.11412355
0.23850244	0.23850244	3015787.0	1.0	0.23850244
