pmcid	relevancy	score
3651415.0	1.0	0.1439446
3429833.0	1.0	0.12030053
2846739.0	1.0	0.1726961
2958032.0	2.0	0.109777756
3616825.0	1.0	0.06533156
2627963.0	1.0	0.0066360645
2815980.0	2.0	0.20002735
3702368.0	1.0	0.17465171
2803920.0	1.0	0.100731514
3322907.0	1.0	0.14324693
3825647.0	2.0	0.14056578
3481388.0	2.0	0.060359403
35282.0	2.0	0.070708126
1820987.0	1.0	0.11354646
3129349.0	2.0	0.047408186
3035547.0	2.0	0.108381145
2754485.0	1.0	0.06024454
2946956.0	1.0	0.078417294
3867258.0	2.0	0.067119054
2384718.0	1.0	0.0016281464
2647170.0	1.0	0.16669741
2842275.0	2.0	0.14717852
2860402.0	1.0	0.12961274
3376151.0	1.0	0.032193206
3655859.0	2.0	0.08771112
3458229.0	1.0	0.05421367
2855073.0	1.0	0.15290262
2974228.0	2.0	0.11538891
3063653.0	2.0	0.084661566
3066183.0	1.0	0.077008955
3600016.0	2.0	0.10853084
3323160.0	2.0	0.086710624
2878208.0	2.0	0.05377941
1464381.0	2.0	0.16742574
3310460.0	2.0	0.04008312
2705343.0	1.0	0.06799573
2700454.0	2.0	0.17393732
1168906.0	2.0	0.054877993
2600388.0	1.0	0.026165344
3218869.0	1.0	0.07992501
2365966.0	1.0	0.15794513
1277009.0	1.0	0.13910486
1781795.0	1.0	0.011604784
183865.0	1.0	0.06844012
3446154.0	2.0	0.17524394
2946718.0	1.0	0.1544716
3374421.0	2.0	0.07029199
3321975.0	1.0	0.02662712
3797049.0	2.0	0.10337142
3844354.0	2.0	0.0428898
3099506.0	1.0	0.12176553
1112595.0	1.0	0.17956957
2829597.0	1.0	0.111884095
3436764.0	1.0	0.05630904
1568380.0	1.0	0.0035179607
1413549.0	1.0	0.13970897
3097804.0	2.0	0.15151107
3374420.0	2.0	0.045661263
1175897.0	1.0	0.046028994
3000139.0	1.0	0.07046685
2591620.0	2.0	0.008956026
3301050.0	2.0	0.18542077
3447288.0	1.0	0.09192047
3162821.0	1.0	0.113597475
3079651.0	1.0	0.08811701
3784437.0	2.0	0.04612585
3681687.0	1.0	0.2379866
2025296.0	1.0	0.025232341
2780641.0	1.0	0.06267714
3322057.0	1.0	0.12064696
3805478.0	1.0	0.056590777
3853203.0	1.0	0.046295155
3539528.0	2.0	0.074984334
3432326.0	1.0	0.051403254
3385239.0	2.0	0.052298695
2732551.0	1.0	0.14673693
3121612.0	2.0	0.062223203
3389947.0	1.0	0.122938566
3499172.0	1.0	0.052426394
3205006.0	1.0	0.13369589
2918871.0	2.0	0.06430211
2546376.0	1.0	0.13889818
2448050.0	1.0	0.025666703
3672621.0	1.0	0.09776745
2386861.0	1.0	0.11356905
2570830.0	2.0	0.025833502
2566980.0	1.0	0.046799447
3837668.0	1.0	0.12732707
3640983.0	2.0	0.115669005
2698064.0	2.0	0.05790249
3314854.0	2.0	0.11869129
3564029.0	2.0	0.2317975
2559831.0	1.0	0.102562755
1891275.0	2.0	0.049887873
3748528.0	1.0	0.0598079
2253540.0	1.0	0.07807646
1386678.0	1.0	0.1303787
3118811.0	2.0	0.0702566
1175924.0	1.0	0.060643584
3162819.0	1.0	0.23544556
1215528.0	1.0	0.024787014
2583042.0	1.0	0.05361682
2958958.0	2.0	0.071078844
2991321.0	2.0	0.04688643
3075397.0	1.0	0.15520692
1751045.0	1.0	0.038510635
3420557.0	1.0	0.09979947
2802352.0	1.0	0.13141683
2133536.0	2.0	0.014252826
2636786.0	1.0	0.21098915
1851004.0	2.0	0.1484328
3511061.0	2.0	0.057776872
3322781.0	2.0	0.100405425
2958022.0	1.0	0.06936829
1796861.0	2.0	0.047178645
2714572.0	2.0	0.12455367
3294754.0	2.0	0.04806619
1550803.0	1.0	0.10253774
3109342.0	1.0	0.035934485
3462154.0	1.0	0.026983565
3276904.0	1.0	0.10510413
2911751.0	1.0	0.075883
3278951.0	2.0	0.13953342
3552307.0	2.0	0.05547855
3640090.0	2.0	0.07070839
3226624.0	1.0	0.09098781
2725817.0	2.0	0.12352021
1175916.0	1.0	0.10078074
2958542.0	1.0	0.10425458
2725948.0	2.0	0.06617608
3257067.0	1.0	0.11647569
3456478.0	1.0	0.10034021
3439446.0	1.0	0.061774436
3584903.0	1.0	0.042647056
2988176.0	2.0	0.13158076
3223529.0	2.0	0.12085448
2725870.0	1.0	0.04911568
3546448.0	1.0	0.0830453
3766589.0	1.0	0.07525718
3316689.0	2.0	0.066122375
3804219.0	1.0	0.05242375
2385751.0	1.0	0.020739513
2206392.0	2.0	0.099831805
2930172.0	2.0	0.062370528
3502361.0	1.0	0.078332126
3751081.0	2.0	0.0791329
3519021.0	2.0	0.13449499
2364663.0	1.0	0.06240141
3033095.0	1.0	0.25414103
3542335.0	2.0	0.11692993
2955686.0	2.0	0.14050458
3323328.0	2.0	0.108875744
2570908.0	2.0	0.028216798
3309579.0	1.0	0.14203265
3591538.0	1.0	0.15638581
2783073.0	2.0	0.18631195
2966984.0	1.0	0.12868446
3563698.0	1.0	0.1608443
2941259.0	1.0	0.16983195
3837656.0	2.0	0.02320151
3378931.0	1.0	0.15331247
2018704.0	1.0	0.10063658
3086217.0	2.0	0.20187292
3655108.0	1.0	0.10268465
2385654.0	1.0	0.029583922
2680832.0	2.0	0.12397228
137228.0	1.0	0.092379615
3533152.0	1.0	0.10393499
3793435.0	2.0	0.10608369
2803992.0	1.0	0.16530687
3012278.0	1.0	0.14132892
1469866.0	1.0	0.04394191
2546434.0	1.0	0.1478974
3033073.0	2.0	0.15820996
3766340.0	1.0	0.10511221
3637271.0	1.0	0.141665
2890005.0	1.0	0.106167264
2082036.0	1.0	0.14090416
3828296.0	1.0	0.059177466
2515635.0	1.0	0.11725747
1475232.0	1.0	0.03220484
3311181.0	2.0	0.16566578
3266655.0	1.0	0.11159414
3650976.0	2.0	0.093271784
3544629.0	2.0	0.034640323
2644295.0	2.0	0.16424567
3219246.0	1.0	0.0359999
3746305.0	1.0	0.12886818
2817000.0	1.0	0.11092986
2578943.0	2.0	0.0019736118
3118372.0	2.0	0.12727882
2202333.0	1.0	0.045594335
2764845.0	2.0	0.118488945
2621130.0	1.0	0.16017929
3279317.0	1.0	0.10167165
3364540.0	2.0	0.13984463
3436624.0	1.0	0.10771829
3159900.0	1.0	0.058960013
2828091.0	2.0	0.1839801
2575602.0	2.0	0.08085091
2750192.0	2.0	0.09538434
3766129.0	1.0	0.15673828
3090107.0	2.0	0.118388355
3322905.0	2.0	0.049657892
3097723.0	2.0	0.14078094
3381396.0	1.0	0.068977445
3647710.0	1.0	0.1154322
3170265.0	2.0	0.12370022
