pmcid	relevancy	score
3148882.0	1.0	0.14361271
2609891.0	2.0	0.05880107
2830945.0	2.0	0.24990699
3859883.0	1.0	0.17160802
3649156.0	2.0	0.15833852
2853788.0	2.0	0.08457627
3351958.0	2.0	0.1407513
3108731.0	1.0	0.110091284
3783828.0	2.0	0.17742434
3016143.0	2.0	0.10575554
3680866.0	2.0	0.10755702
3101356.0	2.0	0.11461493
2833155.0	2.0	0.11601871
3113183.0	2.0	0.19480821
3031281.0	1.0	0.11457329
3183690.0	2.0	0.14029576
2374788.0	1.0	0.08836296
3806164.0	2.0	0.15928687
2816793.0	2.0	0.052273236
3423789.0	1.0	0.111601986
3628218.0	2.0	0.1483479
3396109.0	1.0	0.08463967
2688143.0	1.0	0.06763139
3227160.0	2.0	0.16498004
1784748.0	2.0	0.06950333
3192212.0	2.0	0.09236976
2848006.0	2.0	0.11673276
122079.0	2.0	0.121458
2821393.0	2.0	0.13219601
3438050.0	2.0	0.11816817
1183200.0	1.0	0.15081747
1488855.0	1.0	0.049297024
2572586.0	1.0	0.039903842
3886912.0	2.0	0.11911439
3782364.0	1.0	0.044019133
3068583.0	2.0	0.17811845
3073909.0	2.0	0.10743916
3395037.0	1.0	0.080714196
2442959.0	1.0	0.032247297
2740293.0	2.0	0.19754934
1885440.0	2.0	0.094526015
2678139.0	1.0	0.20069596
2760525.0	1.0	0.059686482
2600825.0	2.0	0.107207954
3299162.0	1.0	0.0428251
2442981.0	2.0	0.122744024
3047832.0	1.0	0.09275393
3328985.0	1.0	0.12304244
3251528.0	1.0	0.0703225
3711740.0	2.0	0.12544897
2572068.0	2.0	0.18300764
3122097.0	1.0	0.15621072
