abstract	body	pmcid	relevancy	title
0.17588393	0.17588393	137370.0	1.0	0.17588393
0.20546083	0.20546083	3031991.0	1.0	0.20546083
3.3165078	1.9933124	3658250.0	1.0	0.09938411
0.080361344	0.080361344	1379647.0	1.0	0.080361344
3.8947718	2.727328	2426706.0	1.0	0.16151772
3.7002914	2.2803645	3601985.0	1.0	0.15566777
0.24856053	0.24856053	2831203.0	1.0	0.24856053
0.21391557	0.21391557	3809434.0	2.0	0.21391557
0.15656427	2.1575594	3700939.0	1.0	0.15656427
0.08434789	0.08434789	3099615.0	2.0	0.08434789
0.28457123	0.28457123	3548361.0	1.0	0.28457123
0.14951356	0.14951356	2783161.0	1.0	0.14951356
0.17359176	0.17359176	3087248.0	1.0	0.17359176
4.3553104	2.8077188	2805656.0	1.0	0.19354
0.12559648	2.1204436	3527238.0	1.0	0.12559648
3.5769174	2.370345	2902496.0	1.0	0.13594034
3.3174162	2.3473945	3724297.0	1.0	0.12183511
0.24287255	2.9298596	3150839.0	2.0	0.24287255
0.05568354	0.05568354	3298221.0	1.0	0.05568354
0.16209903	2.3293812	3836928.0	1.0	0.16209903
0.08954667	0.08954667	3130466.0	1.0	0.08954667
0.13064943	2.2475898	3106393.0	1.0	0.13064943
0.19822598	0.19822598	1471781.0	1.0	0.19822598
0.116950355	0.116950355	3273706.0	1.0	0.116950355
0.18815896	0.18815896	3877750.0	2.0	0.18815896
0.14175369	0.14175369	3845239.0	1.0	0.14175369
0.10966352	0.10966352	3531955.0	2.0	0.10966352
0.20190156	2.6033776	3690066.0	1.0	0.20190156
0.21748951	0.21748951	2063499.0	1.0	0.21748951
0.16847499	0.16847499	3573792.0	1.0	0.16847499
0.0455597	0.0455597	3642585.0	1.0	0.0455597
0.19967833	0.19967833	1522014.0	1.0	0.19967833
0.19177967	2.6966991	2935134.0	1.0	0.19177967
0.23391956	2.762987	3693614.0	1.0	0.23391956
0.17967609	0.17967609	3821435.0	1.0	0.17967609
0.21866359	2.963898	3349957.0	1.0	0.21866359
0.17692627	0.17692627	3544320.0	1.0	0.17692627
0.22973895	0.22973895	3734736.0	1.0	0.22973895
0.09883592	0.09883592	3083989.0	1.0	0.09883592
0.13561481	0.13561481	3667461.0	1.0	0.13561481
0.13643788	0.13643788	2822791.0	1.0	0.13643788
0.15211943	0.15211943	3145557.0	1.0	0.15211943
4.210583	0.19565648	3745928.0	1.0	0.19565648
0.12270867	2.0370588	2838368.0	2.0	0.12270867
0.1182578	0.1182578	3389887.0	1.0	0.1182578
0.22665527	0.22665527	3114312.0	1.0	0.22665527
3.315237	2.1422305	2831909.0	1.0	0.11539777
3.2951314	2.0638132	2775026.0	1.0	0.13794781
0.17973033	0.17973033	1475565.0	1.0	0.17973033
0.17819685	0.17819685	3813813.0	1.0	0.17819685
3.0991664	1.9869148	2631053.0	1.0	5.155268
4.0374656	2.621965	2908877.0	1.0	0.22578983
0.059459176	0.059459176	128832.0	1.0	0.059459176
0.0862944	2.0867226	3194779.0	1.0	0.0862944
0.13212702	2.511159	3542555.0	1.0	0.13212702
0.20395769	0.20395769	3159366.0	1.0	0.20395769
0.18482183	0.18482183	3047849.0	1.0	0.18482183
0.2216143	0.2216143	3641437.0	1.0	0.2216143
0.11172304	0.11172304	2291314.0	1.0	0.11172304
0.18691608	2.2304182	2828440.0	2.0	0.18691608
0.1148766	2.0446596	183864.0	1.0	0.1148766
0.21359225	2.6817954	2803848.0	1.0	6.2429914
0.1493033	0.1493033	1794449.0	1.0	0.1493033
0.1048034	1.9005078	2518380.0	2.0	0.1048034
4.1142817	2.5311441	3114370.0	1.0	0.17033273
0.3004856	0.3004856	3400886.0	1.0	0.3004856
0.15177563	2.2494092	2880803.0	1.0	0.15177563
0.23210222	0.23210222	3089911.0	2.0	0.23210222
0.15523094	0.15523094	1097737.0	1.0	0.15523094
0.104068846	0.104068846	3113998.0	1.0	0.104068846
0.12178612	2.1482384	3439771.0	1.0	0.12178612
0.06530841	0.06530841	3860675.0	1.0	0.06530841
0.14405437	0.14405437	3546438.0	1.0	0.14405437
0.13532312	0.13532312	3542922.0	1.0	0.13532312
0.274692	0.274692	2984268.0	1.0	0.274692
0.14495102	0.14495102	3536615.0	1.0	0.14495102
0.17462863	0.17462863	3389848.0	2.0	0.17462863
3.5126712	2.2043955	2909783.0	1.0	0.15805621
0.14993401	0.14993401	3130360.0	1.0	0.14993401
0.18040149	0.18040149	3704936.0	1.0	0.18040149
2.9687297	0.09962641	2585577.0	1.0	0.09962641
0.092301786	0.092301786	2677268.0	1.0	0.092301786
0.14094669	0.14094669	3299601.0	2.0	0.14094669
0.1271771	0.1271771	3555219.0	1.0	0.1271771
0.16049287	0.16049287	1513525.0	1.0	0.16049287
0.18509474	0.18509474	2884448.0	1.0	0.18509474
3.8477721	2.2364836	3087163.0	1.0	6.605026
0.07546179	0.07546179	3290013.0	2.0	0.07546179
0.13691485	2.150731	3063409.0	1.0	0.13691485
0.10159041	0.10159041	2822147.0	1.0	0.10159041
0.10009093	0.10009093	3214503.0	1.0	0.10009093
0.17804807	0.17804807	2648945.0	1.0	0.17804807
0.06997339	0.06997339	2248586.0	1.0	0.06997339
0.0033216618	0.0033216618	2906932.0	1.0	0.0033216618
0.10492059	2.0127344	3246148.0	1.0	0.10492059
3.5265958	2.41231	3036638.0	1.0	6.5790462
0.008312888	0.008312888	2385343.0	1.0	0.008312888
0.21385169	0.21385169	3443736.0	1.0	0.21385169
0.1698304	0.1698304	1236946.0	1.0	0.1698304
0.13999976	0.13999976	3431062.0	1.0	0.13999976
3.7038743	2.4660478	2559826.0	1.0	0.13127019
0.089424975	0.089424975	3866778.0	2.0	0.089424975
0.16454664	2.3367963	2769363.0	1.0	0.16454664
0.30432373	0.30432373	2994656.0	2.0	0.30432373
0.10818436	0.10818436	1402327.0	1.0	0.10818436
0.17379628	2.5576205	3459527.0	1.0	0.17379628
0.25567275	0.25567275	1557854.0	1.0	0.25567275
0.1851169	0.1851169	3878578.0	1.0	0.1851169
0.1078486	0.1078486	2772260.0	1.0	0.1078486
0.16273016	2.167626	3181626.0	2.0	0.16273016
4.0913386	0.19363472	3389956.0	1.0	0.19363472
0.18490365	0.18490365	3869913.0	1.0	0.18490365
0.11030101	0.11030101	3176167.0	1.0	0.11030101
0.16719042	0.16719042	3021828.0	1.0	0.16719042
0.1229249	0.1229249	2780634.0	1.0	0.1229249
3.110748	2.006742	2474850.0	1.0	0.09930276
3.2258556	2.1070933	2767133.0	1.0	5.4205766
0.13450758	0.13450758	2857829.0	1.0	0.13450758
0.18238454	0.18238454	2627525.0	1.0	0.18238454
0.120968826	0.120968826	3815017.0	1.0	0.120968826
0.11396122	0.11396122	3410014.0	1.0	0.11396122
0.12110383	0.12110383	1277006.0	1.0	0.12110383
0.14252599	0.14252599	3220250.0	2.0	0.14252599
0.140921	0.140921	1434765.0	1.0	0.140921
